bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,226966,1,115,1,46,1,31,1,58,1,36,1,5633,1,38,1,33,1,32,1,68,1,5,1,31,1,3896,1,34,1,19,1,26,2,,,47,1,1065,1,135,1,216,1,388,1,25,1,37,1,454,1,25,1,637,1,28,1,16,1,40,1,1747,1,43,1,80,1,875,1,13919,1,24,1,27,1,22,1,1178,1,24,1,57000,1,79,1,21869,1,692,1,74,1,4912,1,3087,1,26,1,47,1,12097,1,,,29,1,38,1,47,1,25,1,22,1,29,1,60,1,122,1,21,1,,,3690,1,1464,1,62,1,1015,1,25,1,23,1,2812,1,508,1,,,55,1,2415,1,31,1,33,1,23,1,106,1,14974,1,4374,3,28,1,31,1,27,2,1109,1,867,1,177,1,578,2,38,1,19,1,249,2,92,1,41,1,15,1,31,1,34,1,820,1,665,1,20,1,24,2,25,1,112,1,126,1,128,1,791,1,275,2,24,1,88,1,30,1,40,1,30,1,25,1,3713,1,29,2,728,1,24,1,,,22,1,30,2,26,1,31,1,17,1,36,1,,,32,1,10212,1,31,1,36,1,4378,2,28,1,29,1,1620,1,13596,1,26,1,36,1,24,1,26,1,30,1,31,1,46,1,19,1,280,3,140,1,904,1,579,1,,,420,1,698,2,,,43,2,1888,1,36,1,,,161,1,,,305,1,50,1,1168,1,35,1,165,1,270,1,3589,1,37,1,,,919,2,103,1,1233,1,41,1,23,1,2894,1,,,30,1,,,32,1,,,33,1,20,1,25,1,26,1,29,1,,,6336,1
2223,76992,2,,,,,,,,,,,2102,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,8,,,,,,,1194,2,,,,,174,7,2771,13,,,,,,,,,,,16944,6,,,5458,2,,,,,3189,3,1708,2,,,,,3282,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,3,,,,,609,4,,,,,,,,,6159,2,3275,4,,,,,2,6,,,,,,,130,8,,,,,,,,,,,,,,,,,186,3,,,,,,,,,,,12,6,,,,,173,3,,,,,,,,,,,,,803,13,,,523,2,,,,,,,,,,,,,,,,,,,,,5010,2,,,,,10382,1,,,,,,,3603,8,,,,,,,,,,,,,,,,,,,15,3,,,304,2,,,55,2,146,7,,,,,200,13,,,,,,,,,,,,,492,5,,,,,,,3183,2,,,,,460,4,,,,,,,,,2115,2,,,,,,,,,,,2,12,,,,,,,,,,,2135,6
1406,63197,3,41,2,,,,,,,,,1163,4,,,,,,,23,4,,,,,80,3,,,,,,,,,,,546,3,,,,,,,,,,,,,,,116,5,,,,,,,226,14,,,19,2,339,3,4213,5,,,,,,,647,2,,,23075,3,25,2,3521,5,71,5,32,2,634,5,938,3,,,,,3235,5,110,1,,,,,20,2,,,,,,,23,2,,,,,,,1002,4,,,,,730,2,,,,,275,12,111,4,,,22,2,2294,2,,,,,,,27,3,2319,5,2715,5,,,23,2,24,3,,,,,,,122,9,,,,,548,1,16,4,,,,,,,,,123,4,27,11,,,,,,,,,,,,,,,148,4,,,,,,,,,,,,,2107,2,22,4,336,3,,,,,,,123,1,,,,,,,,,,,,,826,12,,,,,505,12,,,,,238,6,4762,5,,,,,,,,,,,17,2,23,2,,,968,1,,,67,11,86,7,,,,,243,5,,,,,722,3,,,,,,,,,,,,,96,7,,,,,,,234,11,,,,,285,5,17,3,,,,,,,266,8,,,,,,,20,2,,,18,3,,,,,,,27,2,,,1566,8
2397,55193,4,14,3,18,2,,,20,2,,,1670,3,,,,,,,16,5,,,,,203,2,,,4,3,,,,,14,4,585,2,,,,,15,5,,,24,2,37,2,,,73,13,,,9,2,7,2,422,6,,,16,4,669,2,5191,3,,,,,,,374,4,,,22225,4,16,6,3612,4,41,8,7,9,3818,2,276,9,,,,,2180,9,,,,,6,6,,,,,,,,,18,3,,,,,,,1018,3,,,12,2,298,9,,,,,458,6,132,2,,,7,3,37,13,,,,,5,5,23,4,1629,9,1678,10,,,,,,,106,2,58,2,,,17,49,13,2,,,,,17,3,,,,,11,2,11,2,95,7,77,4,,,,,,,106,2,5,7,,,,,15,9,,,,,,,,,,,,,1189,7,11,11,186,6,,,,,,,8,5,,,,,,,7,2,,,,,845,11,7,2,,,592,11,,,,,,,2135,11,,,,,,,,,,,8,4,,,,,76,4,,,126,9,98,6,,,,,173,6,,,,,649,4,11,3,,,15,5,,,,,,,74,8,,,,,8,5,556,6,,,,,158,8,15,4,,,,,10,2,81,13,27,1,,,,,17,3,,,9,9,,,,,,,14,3,,,680,16
10816,54301,5,,,,,,,,,,,455,6,,,,,,,25,3,,,,,,,,,,,28,1,,,20,2,192,9,,,,,,,,,,,27,3,,,71,14,,,,,,,408,8,,,,,207,5,3247,10,,,,,,,124,9,,,12782,9,,,5134,3,82,4,,,407,7,363,6,,,,,2103,10,,,,,,,,,,,,,,,,,,,,,,,387,7,51,6,,,333,8,,,,,608,4,,,,,,,598,5,,,,,,,,,3423,3,2300,8,,,,,,,,,,,24,3,206,5,,,,,,,,,,,,,,,,,,,111,3,,,,,,,,,,,,,,,,,,,,,,,,,17,2,,,1068,9,18,5,291,5,,,20,1,,,,,,,,,,,,,,,,,2085,4,,,,,2393,3,,,,,258,5,9159,3,,,,,,,,,,,,,,,,,27,6,,,131,8,,,,,,,136,8,,,,,438,7,,,,,,,,,,,,,,,,,,,20,3,532,7,,,,,232,7,,,,,,,,,800,4,,,,,,,15,4,,,24,2,,,,,,,,,,,2921,5
2093,50100,6,,,,,,,,,,,97,17,,,,,,,,,,,,,17,4,,,,,,,,,,,78,10,,,,,11,6,9,3,,,,,,,76,11,6,2,,,,,221,16,,,,,86,14,3576,8,,,,,,,,,,,20064,5,11,9,2798,7,,,,,55,15,194,15,,,,,1551,13,,,,,,,,,9,2,,,,,,,,,4,2,,,115,22,12,7,,,77,12,,,,,231,13,9,8,,,,,158,9,,,,,,,,,1238,13,8300,1,,,16,3,9,5,,,11,3,,,177,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,6,,,,,,,,,,,,,542,18,,,89,14,,,,,,,,,,,,,,,,,,,,,491,18,,,,,815,6,,,,,,,1704,13,,,,,5,2,,,,,,,,,,,,,,,67,12,26,12,,,,,,,4,3,,,262,9,,,3,2,,,,,,,,,495,4,,,,,,,197,13,,,,,116,11,,,,,,,,,535,6,,,,,,,,,,,12,4,,,,,,,,,17,1,5443,2
2243,35185,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,12,,,,,,,,,,,,,,,22,31,,,,,,,,,,,,,,,5679,2,,,,,,,,,,,15956,7,,,,,,,,,,,21,72,,,,,2683,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,6,,,,,228,14,,,,,,,,,,,,,,,,,1440,12,856,15,,,,,,,,,,,,,20,42,,,,,,,,,,,,,,,,,95,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359,4,,,,,,,,,,,6,7,,,,,,,,,,,,,2228,3,,,,,1274,4,,,,,45,10,1261,17,,,,,,,,,,,5,5,,,,,,,,,,,302,3,,,,,987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,23
11733,29350,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,122,,,,,,,,,18,2,25102,2,,,,,,,,,,,,,,,,,289,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,3,,,,,24,42,,,,,,,,,,,,,,,,,2834,4,59,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,102,5,,,,,74,12,,,,,10,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,27727,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,4,,,,,,,22,44,,,,,,,3320,9,,,,,,,,,,,9313,17,2,44,1741,13,,,,,,,244,11,,,,,2463,8,,,,,,,,,,,,,,,5,7,,,,,,,992,5,,,,,,,,,,,310,10,,,,,,,,,,,,,,,,,178,67,403,27,,,,,,,,,,,,,326,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,3,,,34,29,,,,,,,,,,,,,,,,,,,,,451,21,,,,,613,10,,,,,399,2,451,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687,3
2181,26983,10,,,,,,,,,,,197,12,,,,,,,,,,,,,,,,,7,2,,,,,,,257,7,,,,,,,,,,,,,,,50,18,,,,,,,225,15,,,,,140,8,1800,22,,,,,,,245,6,,,7828,19,14,7,1653,15,128,2,8,7,,,181,17,,,,,1294,14,,,,,,,,,,,,,,,,,,,,,,,315,8,,,,,107,11,,,,,345,9,,,,,,,292,7,,,,,,,14,5,1172,14,791,18,,,,,,,52,3,,,,,32,26,,,,,,,,,,,,,,,10,3,47,9,61,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,17,13,6,320,4,,,,,,,,,,,,,,,,,,,,,1612,5,,,,,434,13,,,,,211,7,2826,9,,,,,,,,,,,8,3,,,,,33,5,,,87,10,46,10,,,,,45,13,7,1,,,1376,2,,,,,,,,,,,,,145,6,,,,,,,340,9,,,,,266,6,23,2,,,,,,,,,,,,,,,,,,,9,8,,,,,,,,,,,1364,9
