bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,276591,1,180,1,36,1,23,1,29,1,19,1,8116,1,25,1,21,1,28,1,36,1,1,1,12,1,1839,1,23,1,19,1,20,2,,,44,1,1059,2,140,1,173,1,417,1,16,1,18,1,668,1,18,1,646,1,13,1,10,2,37,1,1931,2,16,1,33,1,1023,1,17857,1,11,1,18,1,20,1,1866,1,15,1,69816,1,55,1,23796,1,698,1,65,1,5170,1,6350,1,11,1,34,1,19130,1,,,17,1,23,1,31,1,18,1,11,1,17,1,43,1,85,1,16,1,,,4207,1,1224,1,63,1,1292,2,10,1,13,1,3968,1,523,1,,,22,1,1717,2,16,1,23,1,19,1,192,1,24376,2,3453,4,23,1,18,1,24,1,1703,1,1233,1,104,1,662,3,32,1,12,1,208,2,60,1,31,1,16,1,19,1,25,1,1094,1,340,1,12,1,18,1,11,2,169,1,210,1,135,1,584,1,170,2,21,1,82,1,17,1,19,1,27,1,13,1,5696,2,27,3,1281,1,15,1,,,13,1,16,2,11,1,25,1,16,1,50,1,,,28,1,12469,1,20,1,32,1,6253,2,16,1,27,1,1380,1,13329,1,15,1,21,1,23,1,13,1,17,1,26,1,14,2,14,1,235,3,88,1,1244,1,500,2,,,354,1,833,3,,,24,2,3326,1,34,2,,,170,2,,,261,1,38,1,1079,1,20,1,122,1,84,1,5475,1,31,1,,,902,1,84,1,407,1,25,1,20,1,2950,1,,,18,1,,,15,1,,,33,1,11,1,12,1,22,1,24,1,,,7231,1
2223,151316,2,,,,,,,,,,,1547,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,16,,,,,,,2355,1,,,,,224,8,6886,10,,,,,,,,,,,36253,2,,,7651,2,,,,,3439,2,5873,2,,,,,7071,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,2,,,,,543,4,,,,,,,,,28631,1,3598,3,,,,,6,6,,,,,,,143,11,,,,,,,,,,,,,,,,,380,4,,,,,,,,,,,20,5,,,,,170,3,,,,,,,,,,,,,2208,9,,,1171,2,,,,,,,,,,,,,,,,,,,,,11070,2,,,,,18527,1,,,,,,,3440,8,,,,,,,,,,,,,,,,,,,9,4,,,565,1,,,57,2,181,7,,,,,307,19,,,,,,,,,,,,,491,2,,,,,,,3535,2,,,,,438,4,,,,,,,,,1704,2,,,,,,,,,,,6,7,,,,,,,,,,,2567,7
1406,111819,3,29,2,,,,,,,,,1046,4,,,,,,,14,4,,,,,109,3,,,,,,,,,,,1104,1,,,,,,,,,,,,,,,104,8,,,,,,,389,11,,,14,2,783,3,10424,5,,,,,,,1767,2,,,33096,3,12,6,5387,6,134,5,18,3,594,5,5172,3,,,,,7689,2,37,1,,,,,7,2,,,,,,,10,5,,,,,,,814,5,,,,,1723,1,,,,,1085,7,165,3,,,10,2,2742,1,,,,,,,25,5,8875,5,3782,2,,,11,3,8,3,,,,,,,135,12,,,,,222,1,10,3,,,,,,,,,283,5,74,9,,,,,,,,,,,,,,,99,4,,,,,,,,,,,,,6714,1,15,6,914,3,,,,,,,38,1,,,,,,,,,,,,,1664,8,,,,,1192,9,,,,,305,7,5044,5,,,,,,,,,,,12,2,17,1,,,2057,1,,,116,10,123,7,,,,,434,5,,,,,1403,3,,,,,,,,,,,,,,,,,,,,,334,10,,,,,329,5,9,4,,,,,,,407,6,,,,,,,9,3,,,13,3,,,,,,,15,2,,,2653,6
2397,83740,4,20,3,18,2,,,12,2,,,1652,2,,,,,,,10,6,,,,,174,2,,,9,3,,,,,7,4,785,5,,,,,16,5,,,14,2,22,2,,,169,5,,,11,1,9,2,619,5,,,4,9,897,2,11593,3,,,,,,,740,5,,,31250,4,11,7,5996,5,39,10,10,6,3383,3,917,15,,,,,4509,7,,,,,5,5,,,,,,,,,20,2,,,,,,,1021,3,,,7,2,472,8,,,,,1226,5,112,4,,,6,3,27,15,,,,,4,6,55,2,3849,10,1755,11,,,,,,,137,2,32,2,,,53,24,12,2,,,,,12,2,,,,,6,5,8,3,191,6,157,3,,,,,,,89,2,8,6,,,,,14,9,,,,,,,,,,,,,1763,12,19,5,460,6,,,,,,,10,4,,,,,,,8,2,,,,,1954,6,4,2,,,1366,5,,,,,,,2025,11,,,,,,,,,,,5,4,,,,,55,4,,,176,8,103,8,,,,,206,6,,,,,1520,2,10,3,,,30,4,,,,,,,88,8,,,,,12,4,732,6,,,,,171,7,18,3,,,,,7,2,104,12,20,1,,,,,8,4,,,6,8,,,,,,,10,3,,,676,17
10816,73409,5,,,,,,,,,,,459,7,,,,,,,24,2,,,,,,,,,,,31,1,,,20,2,191,9,,,,,,,,,,,16,3,,,109,7,,,,,,,366,12,,,,,219,9,6407,11,,,,,,,457,7,,,15899,11,,,6970,3,112,6,,,534,6,621,18,,,,,3327,11,,,,,,,,,,,,,,,,,,,,,,,332,7,41,6,,,309,9,,,,,1048,8,,,,,,,829,3,,,,,,,,,8716,6,2273,6,,,,,,,,,,,24,2,200,9,,,,,,,,,,,,,,,,,,,125,4,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,1590,15,11,8,361,9,,,17,1,,,,,,,,,,,,,,,,,2372,5,,,,,4107,3,,,,,324,6,9451,2,,,,,,,,,,,,,,,,,27,7,,,109,11,,,,,,,130,11,,,,,677,10,,,,,,,,,,,,,,,,,,,20,2,526,7,,,,,162,8,,,,,,,,,781,4,,,,,,,11,2,,,11,4,,,,,,,,,,,3055,5
811,60924,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,3,,,,,,,39,39,,,,,,,9785,6,,,,,,,,,,,23023,5,7,17,3850,9,,,,,,,1347,11,,,,,6168,5,,,,,,,,,,,,,,,10,4,,,,,,,1064,2,,,,,,,,,,,962,9,,,,,,,,,,,,,,,,,912,44,536,19,,,,,,,,,,,,,469,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230,3,,,78,26,,,,,,,,,,,,,,,,,,,,,955,13,,,,,1281,7,,,,,950,2,552,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4418,3
13,52069,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,4,,,,,,,321,13,,,6,6,117,16,6386,12,,,,,,,322,9,,,21468,6,10,10,6105,4,,,14,5,,,245,29,,,5,2,2229,19,,,,,,,,,,,,,1,4,,,,,,,,,923,4,,,,,,,,,,,855,10,,,5,1,,,,,,,,,,,,,1612,26,1683,12,,,,,,,,,,,,,131,13,,,,,,,,,,,,,,,,,,,52,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192,5,29,2,150,18,,,,,,,,,,,,,,,,,,,,,820,19,,,,,1137,10,,,,,207,9,1639,13,,,,,,,,,,,,,,,,,,,,,71,13,152,6,,,,,144,10,,,,,769,7,,,,,,,,,,,,,,,,,,,,,69,21,,,,,,,,,,,,,,,51,16,,,,,,,,,,,,,,,,,,,,,,,928,11
2243,47988,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,14,,,,,,,,,,,,,,,9,57,,,,,,,,,,,,,,,13814,2,,,,,,,,,,,14192,13,,,,,,,,,,,16,104,,,,,3515,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,7,,,,,564,12,,,,,,,,,,,,,,,,,2511,15,852,15,,,,,,,,,,,,,30,40,,,,,,,,,,,,,,,,,179,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3411,4,,,,,,,,,,,6,6,,,,,,,,,,,,,4040,3,,,,,1299,6,,,,,67,10,1078,18,,,,,,,,,,,4,6,,,,,,,,,,,336,3,,,,,1303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,31
2093,47119,9,,,,,,,,,,,83,16,,,,,,,,,,,,,21,5,,,,,,,,,,,71,13,,,,,7,6,4,2,,,,,,,77,14,5,2,,,,,105,25,,,,,78,22,3491,21,,,,,,,,,,,19842,7,14,5,2086,16,,,,,71,14,226,31,,,,,1752,27,,,,,,,,,12,2,,,,,,,,,8,2,,,134,20,10,7,,,272,10,,,,,171,21,13,8,,,,,149,10,,,,,,,,,2406,16,5176,1,,,13,2,7,4,,,8,3,,,299,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,,,,,,,,,,,,,1015,20,,,115,22,,,,,,,,,,,,,,,,,,,,,575,23,,,,,916,13,,,,,,,1442,15,,,,,4,2,,,,,,,,,,,,,,,68,14,26,14,,,,,,,10,2,,,490,13,,,17,2,,,,,,,,,405,5,,,,,,,128,17,,,,,111,13,,,,,,,,,555,5,,,,,,,,,,,9,5,,,,,,,,,6,1,4588,2
1294,42720,10,,,,,,,,,,,34,22,,,,,,,15,3,,,,,,,,,,,,,,,,,6,27,,,,,,,,,,,,,,,98,10,,,,,,,,,,,,,147,13,4556,18,,,,,,,,,,,16137,10,5,27,2703,13,,,7,10,128,12,1502,8,,,,,4272,9,,,,,,,,,,,,,,,8,6,,,,,,,218,10,,,,,,,,,,,811,11,,,,,,,29,13,,,,,7,2,5,11,7092,8,,,,,,,,,,,,,,,401,5,,,,,,,,,,,,,,,,,,,46,12,,,,,,,5,5,,,,,,,6,10,,,,,,,,,,,,,1162,17,,,119,21,,,,,,,3,9,,,,,,,,,,,,,125,37,,,,,,,,,,,,,1917,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,9,,,,,445,14,,,,,,,,,,,,,46,10,,,,,,,44,26,,,,,20,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,24
