,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,25821,22141,,,,,,,,,,,386,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845,2,,,,,,,,,,,1948,61,10,13,1537,14,,,,,,,,,,,,,8169,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,6,,,,,,,,,,,,,,,,,,,,,,,541,16
11,12,463,21975,6,6,6,4,,,,,,,,,,,,,,,,,,,,,14,5,,,,,,,,,,,21,18,,,,,,,,,5,7,,,,,33,20,,,,,,,321,13,,,,,105,11,1761,23,,,,,,,,,,,10002,9,5,25,1304,22,13,14,6,10,15,19,118,26,,,,,1027,24,,,,,,,,,,,,,,,,,,,,,,,91,26,,,,,20,14,,,,,59,26,,,,,,,46,11,,,,,,,,,1304,9,1677,8,,,,,,,,,,,,,79,11,,,,,,,6,8,,,,,,,,,11,12,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,,389,24,7,11,55,17,,,,,,,,,,,,,,,,,,,,,357,22,,,,,1129,5,,,,,,,947,16,,,,,,,,,,,,,,,,,,,,,,,12,16,,,,,10,18,,,,,166,17,,,,,,,,,,,,,64,9,,,,,,,37,22,,,,,75,13,,,,,,,,,37,17,,,,,,,,,,,,,,,,,,,,,,,626,14
12,13,13,21273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4,,,,,,,314,14,,,10,4,55,18,2165,15,,,,,,,116,7,,,8576,12,8,15,2006,9,,,10,8,,,59,40,,,5,2,1135,21,,,,,,,,,,,,,2,4,,,,,,,,,991,3,,,,,,,,,,,166,15,,,5,1,,,,,,,,,,,,,432,31,987,12,,,,,,,,,,,,,67,15,,,,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,5,13,6,61,16,,,,,,,,,,,,,,,,,,,,,304,25,,,,,415,16,,,,,59,9,967,15,,,,,,,,,,,,,,,,,,,,,29,15,153,4,,,,,69,9,,,,,229,10,,,,,,,,,,,,,,,,,,,,,49,19,,,,,,,,,,,,,,,26,19,,,,,,,,,,,,,,,,,,,,,,,456,18
13,14,811,20871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,6,,,,,,,33,39,,,,,,,2402,12,,,,,,,,,,,6536,21,3,46,1361,19,,,,,,,176,17,,,,,2557,7,,,,,,,,,,,,,,,8,6,,,,,,,845,4,,,,,,,,,,,175,14,,,,,,,,,,,,,,,,,156,66,202,37,,,,,,,,,,,,,136,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630,3,,,16,32,,,,,,,,,,,,,,,,,,,,,623,13,,,,,538,12,,,,,313,2,398,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667,3
14,15,2243,20130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,14,,,,,,,,,,,,,,,14,35,,,,,,,,,,,,,,,3965,5,,,,,,,,,,,7439,18,,,,,,,,,,,10,90,,,,,1480,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,135,18,,,,,,,,,,,,,,,,,683,20,687,16,,,,,,,,,,,,,45,23,,,,,,,,,,,,,,,,,46,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,6,,,,,,,,,,,3,8,,,,,,,,,,,,,1723,3,,,,,666,11,,,,,33,11,893,17,,,,,,,,,,,8,5,,,,,,,,,,,180,3,,,,,542,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,24
15,16,320,20106,,,,,,,,,,,69,19,,,,,,,14,5,,,,,,,,,,,,,5,1,,,112,9,,,,,,,,,7,5,,,,,46,16,,,,,,,212,17,,,9,5,47,21,1890,19,,,,,,,175,6,,,7311,19,12,7,1531,15,19,10,,,59,14,245,8,,,,,2572,5,,,,,8,5,8,3,,,,,3,3,10,4,23,3,,,,,125,17,45,5,,,,,,,,,499,4,,,,,,,221,8,,,,,,,9,7,335,40,261,28,,,,,8,4,,,,,8,3,36,32,,,,,,,12,4,,,,,,,,,45,8,22,10,,,,,,,,,7,7,,,,,92,4,,,,,,,,,,,,,784,10,14,5,50,20,,,,,,,6,5,,,,,,,,,,,,,772,9,,,,,351,19,,,,,132,6,993,14,,,,,,,,,,,,,8,3,,,,,,,114,6,119,5,,,,,37,14,,,,,102,28,,,,,20,5,,,,,,,28,12,,,,,6,5,31,24,,,9,1,37,19,,,,,,,,,61,15,,,,,,,,,,,7,5,,,,,,,,,,,313,23
16,17,27443,17365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,74,29,,,13,2,45,22,847,45,,,,,,,56,11,,,735,124,13,6,512,32,30,7,,,,,101,28,,,,,553,45,,,,,,,,,,,,,,,,,,,,,,,68,30,,,,,48,12,,,,,,,,,,,,,,,,,,,,,,,452,30,2145,6,,,,,,,,,,,,,272,3,,,,,,,,,,,,,,,,,,,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,31,,,,,,,,,,,,,,,,,,,,,,,,,481,16,,,,,495,14,,,,,,,6668,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,4,,,,,,,,,,,,,57,16,,,,,,,,,242,9,,,,,,,,,,,,,,,,,,,,,,,2653,4
17,18,2136,17006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,6,,,,,,,,,,,,,,,,,,,,,,,591,5,,,,,,,3326,8,,,,,,,,,,,5915,23,4,35,238,50,,,,,1200,4,,,,,,,492,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,6,,,,,339,7,9,9,,,,,,,,,,,,,,,409,32,,,,,,,,,,,,,,,22,55,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,1147,7,,,,,,,,,,,,,,,,,,,,,,,,,1283,7,,,,,,,,,,,,,264,40,,,,,,,,,,,,,,,,,46,4,,,251,2,,,,,7,3,376,4,2,3,,,356,7,,,,,,,,,,,,,,,,,,,,,213,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50
18,19,29351,16846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,208,18,,,,,,,2508,11,,,,,,,,,,,2878,45,,,219,52,91,3,,,,,85,31,,,,,365,59,,,,,,,,,,,,,,,,,,,,,,,312,8,,,,,,,,,,,27,34,45,5,,,,,,,,,,,,,,,,,99,57,,,,,,,,,,,,,19,72,,,,,,,,,,,,,,,,,174,3,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,35,,,,,,,,,,,,,,,,,,,,,,,,,606,14,,,,,,,,,,,,,7719,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,42,,,,,,,,,,,,,,,,,,,,,,,,,,,766,1,,,,,,,,,301,8,,,,,,,,,,,,,,,,,,,,,,,78,55
19,20,181,16521,16,4,,,,,,,,,80,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,14,,,,,,,,,,,,,113,9,2227,14,,,,,,,,,,,8027,14,,,1314,21,,,5,12,,,76,32,,,,,1516,13,,,,,,,,,,,,,,,,,,,,,,,146,15,,,,,230,5,,,,,96,20,,,,,,,,,,,,,,,,,234,49,154,47,,,,,,,,,,,,,,,,,,,,,8,6,,,,,,,,,39,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,23,,,54,18,,,,,,,,,,,,,,,,,,,,,205,29,,,,,177,26,,,,,,,622,22,,,,,,,,,,,,,,,,,225,2,,,,,,,,,2,4,,,,,,,212,14,,,,,,,,,,,,,22,15,,,,,,,44,21,,,,,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,32
20,21,18011,15139,4,7,,,,,,,,,85,15,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,41,4,,,,,,,,,17,31,,,,,,,69,30,,,,,,,448,68,,,,,,,,,,,9282,10,8,17,1404,18,10,16,5,15,,,10,92,,,,,364,60,,,,,,,,,,,,,,,,,,,,,,,163,11,61,4,,,15,15,,,,,40,32,,,,,,,32,13,,,,,,,,,133,68,771,14,,,,,,,,,9,4,,,38,28,,,,,,,,,2,4,,,4,16,,,,,,,5,2,,,,,,,36,3,,,,,37,8,,,,,,,,,,,,,69,64,6,13,8,41,,,,,,,,,,,,,,,,,,,,,247,26,,,,,504,13,,,,,,,660,20,,,,,,,,,,,,,,,,,4,10,6,4,32,13,,,,,,,,,,,,,87,32,,,,,12,6,,,,,,,,,,,,,,,45,20,,,,,33,23,,,4,2,,,,,112,11,,,,,,,,,,,5,9,,,,,,,,,,,201,30
21,22,2399,14508,,,,,,,,,,,72,18,,,,,,,,,,,,,14,6,,,,,,,,,,,22,17,,,,,,,,,4,8,,,,,53,11,,,,,,,82,27,,,,,,,1082,35,,,,,,,45,12,,,7575,17,13,5,1519,16,,,,,6,26,120,25,,,,,646,39,,,,,,,,,,,,,,,,,,,,,,,162,12,,,,,,,,,,,79,23,,,,,,,,,,,,,,,,,546,26,132,49,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,21,,,,,,,,,,,5,6,,,,,,,,,,,,,334,24,,,,,392,17,,,,,34,10,406,29,,,,,,,,,,,,,,,,,,,3,6,30,14,,,,,,,,,,,,,150,20,,,,,,,,,,,,,,,,,,,,,277,7,,,,,26,27,,,,,,,,,70,14,,,,,,,,,,,,,,,,,,,,,,,182,33
22,23,3886,13285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,3,,,,,,,,,,,,,,,25,27,,,,,,,469,8,,,,,56,16,3591,6,,,,,,,,,,,2597,54,3,49,357,37,16,13,4,17,122,10,150,20,,,,,664,37,,,,,4,6,,,,,,,,,,,,,,,,,44,38,,,,,,,,,,,683,2,,,,,,,,,,,,,,,,,986,12,217,35,,,,,,,,,,,,,38,27,,,,,,,,,12,2,,,5,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,41,3,15,83,11,,,,,,,,,,,,,,,,,,,,,350,23,,,,,1080,6,,,,,204,4,209,44,,,,,,,,,,,,,,,,,,,,,92,7,31,11,,,,,399,3,,,,,85,33,,,,,,,,,,,,,,,,,,,,,159,11,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,51
