bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2223,98878,1,,,,,,,,,,,1789,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,11,,,,,,,1491,1,,,,,383,2,3031,11,,,,,,,,,,,29491,2,,,6432,2,,,,,3001,3,2189,1,,,,,5852,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,3,,,,,193,6,,,,,,,,,8879,1,2490,5,,,,,18,4,,,,,,,,,,,,,,,,,,,,,,,,,126,3,,,,,,,,,,,20,4,,,,,153,3,,,,,,,,,,,,,1602,5,,,1117,1,,,,,,,,,,,,,,,,,,,,,6974,1,,,,,10047,1,,,,,,,3319,5,,,,,,,,,,,,,,,,,,,18,3,,,491,1,,,,,122,7,,,,,412,9,,,,,,,,,,,,,644,2,,,,,,,3512,1,,,,,419,2,,,,,,,,,1939,1,,,,,,,,,,,7,6,,,,,,,,,,,2601,5
171,98179,2,93,1,32,1,22,1,24,1,25,1,2375,1,22,1,20,1,17,1,27,2,9,1,18,1,436,1,32,1,30,1,21,2,,,38,1,398,2,172,1,176,1,470,1,45,1,53,1,230,1,17,1,143,2,20,1,18,1,27,1,589,3,11,1,29,2,379,3,5528,2,16,1,20,1,17,1,538,3,17,1,28562,3,92,1,10523,1,445,1,38,1,2371,4,1129,2,18,1,26,1,3535,4,,,13,1,26,1,19,1,17,1,12,1,23,1,30,1,141,1,14,1,,,1880,1,1331,1,101,1,300,4,17,1,20,1,1058,1,141,1,,,36,1,1561,3,22,1,20,1,20,1,77,1,3085,3,3523,3,18,1,23,2,22,2,357,1,183,1,93,1,315,2,17,2,17,1,27,1,55,1,26,1,21,1,19,1,17,1,216,1,155,1,11,1,13,1,20,2,60,2,256,1,61,1,846,1,177,2,24,1,31,1,15,1,21,1,19,2,16,1,1104,8,29,2,485,2,23,1,,,26,1,12,3,22,1,18,1,13,1,24,1,,,17,1,2103,2,20,1,21,1,3709,2,20,1,27,1,280,2,4949,3,17,1,15,1,23,1,17,1,22,1,24,2,15,1,20,1,127,3,60,1,264,1,165,4,,,205,1,274,3,,,18,2,1190,2,38,2,,,186,1,,,251,1,2,1,480,3,19,1,28,1,76,1,871,3,25,1,,,287,3,64,1,191,1,31,1,20,1,1877,2,,,18,1,,,24,1,,,42,1,19,1,20,1,18,1,22,1,,,2681,4
1406,54189,3,32,2,,,,,,,,,7,24,,,,,,,22,3,,,,,70,3,,,,,,,,,,,239,5,,,,,,,,,,,,,,,56,8,,,,,,,170,12,,,11,4,352,4,3336,9,,,,,,,477,4,,,21842,4,15,7,3211,4,58,6,12,3,500,7,1051,3,,,,,2864,6,36,1,,,,,10,3,,,,,,,,,,,,,,,1187,3,,,,,490,2,,,,,211,9,51,4,,,12,2,2775,1,,,,,,,17,5,1546,5,2216,8,,,19,3,15,5,,,,,,,94,13,,,,,,,11,4,,,,,,,,,58,5,30,9,,,,,,,,,,,,,,,87,4,,,,,,,,,,,,,2239,2,13,5,472,3,,,,,,,44,1,,,,,,,,,,,,,503,13,,,,,626,11,,,,,97,7,3162,6,,,,,,,,,,,10,3,9,3,,,590,1,,,31,12,59,8,,,,,193,4,,,,,949,4,,,,,,,,,,,,,,,,,,,,,168,9,,,,,128,7,10,4,,,,,,,284,10,,,,,,,11,3,,,12,5,,,,,,,8,3,,,1381,8
10816,49558,4,,,,,,,,,,,421,6,,,,,,,33,1,,,,,,,,,,,37,1,,,34,2,175,6,,,,,,,,,,,22,3,,,75,6,,,,,,,437,5,,,,,224,6,3950,7,,,,,,,99,7,,,12141,8,,,4938,3,71,5,,,536,6,498,6,,,,,2919,5,,,,,,,,,,,,,,,,,,,,,,,435,7,78,4,,,254,5,,,,,550,4,,,,,,,546,4,,,,,,,,,2057,4,1973,10,,,,,,,,,,,33,2,192,7,,,,,,,,,,,,,,,,,,,69,4,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,,1204,6,23,3,321,5,,,29,1,,,,,,,,,,,,,,,,,1978,3,,,,,2434,3,,,,,188,4,6555,2,,,,,,,,,,,,,,,,,45,5,,,105,5,,,,,,,124,6,,,,,561,7,,,,,,,,,,,,,,,,,,,26,2,269,7,,,,,200,5,,,,,,,,,379,8,,,,,,,23,2,,,28,2,,,,,,,,,,,2249,6
2397,48493,5,19,3,12,2,,,10,2,,,1492,3,,,,,,,14,5,,,,,175,2,,,7,3,,,,,5,5,482,1,,,,,16,6,,,14,3,23,2,,,54,10,,,10,2,9,2,353,6,,,9,5,956,1,5525,3,,,,,,,715,2,,,16055,6,18,6,2973,5,30,8,10,4,3591,2,241,9,,,,,2108,10,,,,,12,3,,,,,,,,,7,3,,,,,,,1453,2,,,14,2,145,8,,,,,417,5,92,2,,,7,3,27,13,,,,,8,2,40,2,1378,6,2641,4,,,,,,,108,2,30,2,,,32,31,19,1,,,,,17,2,,,,,8,8,13,2,41,7,55,5,,,,,,,116,1,7,7,,,,,12,9,,,,,,,,,,,,,782,13,10,7,364,4,,,,,,,10,4,,,,,,,5,3,,,,,692,10,11,2,,,659,10,,,,,,,1573,10,,,,,,,,,,,8,5,,,,,55,4,,,74,10,67,7,,,,,138,5,,,,,970,3,9,3,,,27,4,,,,,,,65,8,,,,,6,4,494,5,,,,,110,9,12,3,,,,,11,2,71,13,11,1,,,,,11,4,,,5,10,,,,,,,10,2,,,608,15
2093,35642,6,,,,,,,,,,,73,15,,,,,,,,,,,,,10,5,,,,,,,,,,,49,11,,,,,22,5,9,3,,,,,,,92,4,14,2,,,,,127,18,,,,,106,11,1346,22,,,,,,,,,,,15189,7,9,9,1503,16,,,,,57,15,115,28,,,,,1036,19,,,,,,,,,15,2,,,,,,,,,6,2,,,147,18,14,7,,,41,13,,,,,118,18,8,10,,,,,133,10,,,,,,,,,605,16,6106,1,,,26,1,4,6,,,6,4,,,198,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,6,,,,,,,,,,,,,513,16,,,65,22,,,,,,,,,,,,,,,,,,,,,374,19,,,,,741,8,,,,,,,1330,13,,,,,11,2,,,,,,,,,,,,,,,45,11,13,14,,,,,,,12,1,,,254,12,,,7,2,,,,,,,,,474,4,,,,,,,68,13,,,,,72,12,,,,,,,,,815,3,,,,,,,,,,,6,9,,,,,,,,,8,2,3608,1
2453,31187,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,35,,,2,11,,,134,133,,,,,,,,,,,30217,1,4,30,73,91,,,,,15,19,49,38,,,,,120,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,179,343,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,101,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,,,,,,,,32,55,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,68
2162,30656,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,13,34,,,,,,,144,16,,,,,28,35,1770,17,,,,,,,,,,,16624,5,,,1055,20,,,,,,,149,22,,,,,1222,15,,,,,6,5,,,,,,,,,,,,,,,,,43,34,,,,,,,,,,,207,10,,,,,,,13,17,,,,,,,9,7,543,18,277,37,,,,,,,5,4,,,,,99,12,,,,,,,,,,,,,,,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,42,5,13,,,,,,,,,,,,,,,,,,,,,,,1623,5,,,,,283,18,,,,,13,12,4567,4,,,,,,,,,,,,,,,,,6,9,,,,,6,17,,,,,34,13,,,,,191,17,,,,,,,,,,,,,,,,,,,,,54,15,,,,,124,8,,,,,,,,,36,16,,,,,,,,,,,,,,,,,,,,,,,1343,10
2243,27857,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,12,,,,,,,,,,,,,,,33,15,,,,,,,,,,,,,,,6365,1,,,,,,,,,,,8370,14,,,,,,,,,,,,,,,,,2718,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,6,,,,,173,12,,,,,,,,,,,,,,,,,709,14,1676,11,,,,,,,,,,,,,85,14,,,,,,,,,,,,,,,,,46,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488,1,,,,,,,,,,,3,7,,,,,,,,,,,,,1767,4,,,,,672,9,,,,,33,9,1038,14,,,,,,,,,,,7,6,,,,,,,,,,,245,2,,,,,943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,27
2181,25810,10,,,,,,,,,,,138,10,,,,,,,,,,,,,,,,,21,2,,,,,,,255,4,,,,,,,,,,,,,,,258,1,,,,,,,166,14,,,,,156,8,1821,16,,,,,,,228,5,,,7476,18,18,5,1584,13,106,3,13,2,,,211,13,,,,,1168,16,,,,,,,,,,,,,,,,,,,,,,,254,10,,,,,128,9,,,,,326,6,,,,,,,248,5,,,,,,,24,3,999,7,1008,16,,,,,,,68,3,,,,,36,27,,,,,,,,,,,,,,,12,3,28,9,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,14,20,4,167,8,,,,,,,,,,,,,,,,,,,,,1337,6,,,,,368,14,,,,,165,5,2544,9,,,,,,,,,,,10,4,,,,,30,6,,,86,7,77,6,,,,,49,12,12,2,,,1331,1,,,,,,,,,,,,,177,6,,,,,,,271,6,,,,,268,4,27,2,,,,,,,,,,,,,,,,,,,13,4,,,,,,,,,,,1487,7
