bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,116725,1,134,1,27,1,15,1,22,1,28,1,2417,1,17,1,22,1,21,1,361,1,16,1,14,1,45,1,385,2,21,1,88,1,247,1,15,1,38,1,127,1,20,1,307,1,26,1,11,1,32,1,640,1,9,1,40,1,534,1,5332,2,11,1,21,1,456,2,,,36040,1,48,1,16698,1,538,1,64,1,1173,2,939,1,27,1,4386,1,,,11,1,16,1,28,1,22,1,26,1,37,1,156,1,8,1,1055,1,1251,1,10,2,306,1,12,1,10,1,763,1,147,1,17,1,2356,1,13,1,14,1,25,1,83,1,3167,2,3425,2,14,1,13,1,23,2,281,1,238,1,61,1,329,3,17,1,,,18,1,46,1,15,1,18,1,12,1,205,3,247,1,17,1,,,57,1,52,1,85,1,921,1,112,2,13,1,8,1,12,1,12,1,27,1,11,1,939,2,29,1,471,1,,,14,1,14,2,11,1,12,1,20,1,,,2334,1,15,1,17,1,3903,1,14,1,687,1,7526,3,14,1,8,1,14,1,27,1,22,1,6,1,117,2,46,1,337,1,146,1,,,220,1,189,3,,,21,3,1243,1,25,2,,,97,1,,,46,1,1,1,703,1,19,1,358,1,5302,1,20,1,,,238,2,55,1,112,1,18,1,11,1,1220,1,,,34,1,,,14,1,,,20,2,28,1,16,1,17,1,,,2721,1
2223,38816,2,,,,,,,,,,,637,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,26,,,,,,,318,3,,,,,,,1355,16,,,,,,,,,11082,7,,,4188,2,,,,,603,3,647,2,,,1615,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,,,92,9,,,,,,,,,3719,1,2139,7,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,336,1,,,,,,,,,5,7,,,,,64,3,,,,,,,,,,,,,382,12,,,287,2,,,,,,,,,,,,,,,1431,2,,,,,3532,2,,,,,2605,6,,,,,,,,,,,,,,,18,2,,,78,2,,,,,37,6,,,,,123,15,,,,,,,,,,,,,307,2,,,,,958,6,,,,,197,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,4
1406,35805,3,38,2,,,,,,,,,25,13,,,,,,,,,,,,,,,251,3,,,,,,,,,,,,,,,40,6,,,,,,,98,12,,,11,3,406,2,2395,9,,,,,256,5,,,16346,4,22,4,2340,5,31,6,14,3,200,6,7,101,,,1723,4,46,1,,,,,12,2,,,,,,,,,,,567,3,,,,,166,3,,,,,116,12,21,3,12,2,1017,2,,,,,,,9,5,1228,5,2142,6,,,6,3,12,3,,,,,,,,,,,,,,,7,6,,,,,,,53,6,,,,,,,,,,,,,,,42,6,,,,,,,,,,,,,880,4,11,9,163,5,,,,,41,1,,,,,,,,,454,11,,,,,282,14,,,76,5,1966,7,,,,,,,9,4,8,2,,,201,1,,,23,11,27,8,,,,,191,2,,,,,413,3,,,,,,,,,,,,,,,,,,,177,9,,,,,83,8,,,,,,,,,147,6,,,,,,,9,3,,,,,,,,,6,3,,,979,6
10816,34501,4,,,,,,,,,,,384,4,,,,,,,,,,,,,8,3,130,8,,,,,,,,,,,12,3,,,22,14,,,,,,,167,8,,,,,176,4,2153,11,,,,,32,9,,,14167,5,,,2567,4,45,4,,,259,5,15,66,,,1644,5,,,,,,,,,,,,,,,,,,,333,4,12,7,,,99,7,,,,,203,5,,,,,184,8,,,,,,,,,1297,4,3140,3,,,,,,,,,,,5,3,162,7,,,,,,,,,,,,,,,,,38,5,,,,,,,,,,,,,,,,,,,,,,,8,2,,,697,6,6,14,166,4,23,1,,,,,,,,,,,,,898,4,,,,,744,6,,,57,8,3196,4,,,,,,,,,,,,,46,4,,,60,6,,,,,,,,,,,,,403,4,,,,,,,,,6,4,,,,,,,8,4,407,7,,,,,109,5,,,,,,,,,390,3,,,,,,,6,4,,,,,,,,,,,,,17,108
2397,33534,5,21,3,13,3,,,17,2,,,527,3,,,,,18,2,93,2,9,2,,,18,2,554,1,,,,,,,,,27,2,26,2,,,29,8,,,8,2,13,2,259,5,,,11,4,198,3,3656,4,,,,,303,4,,,12571,6,30,3,2011,6,13,11,17,2,2437,1,148,7,,,1405,8,,,,,6,2,,,,,,,15,2,,,,,614,2,,,11,1,107,6,,,,,215,3,25,2,10,3,27,13,,,,,7,3,26,2,1018,6,1423,9,,,,,,,37,2,15,2,,,35,20,11,2,,,,,20,2,,,,,8,2,35,8,50,3,,,,,35,2,9,5,,,,,13,8,,,,,,,,,,,,,273,16,12,4,212,3,,,,,9,4,,,,,10,2,,,535,9,5,2,,,818,4,,,,,1072,12,,,,,,,18,2,,,,,41,5,,,48,9,45,6,,,,,77,4,,,,,374,6,8,3,,,8,7,,,,,,,58,8,,,16,3,1138,5,,,,,,,14,2,,,,,11,2,72,7,16,1,,,,,14,2,,,,,,,,,12,2,,,414,13
29351,32659,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144,12,,,,,,,,,4652,22,,,115,58,212,2,,,,,103,17,,,131,69,,,,,,,,,,,,,,,,,,,231,7,,,,,,,,,,,19,33,13,5,,,,,,,,,,,,,,,82,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,2,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,79,39,,,,,,,,,,,,,,,,,,,372,15,,,,,,,,,,,22244,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,36,,,,,,,,,,,,,,,,,,,,,,,,,1655,1,,,,,,,,,231,5,,,,,,,,,,,,,,,,,,,,,,
463,31492,7,,,17,2,,,,,,,,,,,,,,,,,,,,,,,23,14,,,,,,,,,9,6,,,,,12,28,,,,,,,278,4,,,,,85,12,2112,13,,,,,,,,,20345,3,9,16,,,10,12,8,9,,,164,6,,,,,,,,,,,,,,,,,,,,,,,97,16,,,,,26,14,,,,,88,17,,,,,36,11,,,,,,,,,800,7,2531,5,,,,,,,,,,,,,61,13,,,,,,,9,4,,,,,,,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,13,6,13,74,10,,,,,,,,,,,,,,,591,7,,,,,752,5,,,,,1929,8,,,,,,,,,,,,,,,,,,,16,12,,,,,16,9,,,,,201,8,,,,,,,,,,,,,33,9,,,,,79,17,,,,,54,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,8
2181,28651,8,,,,,,,,,,,,,,,,,,,,,8,3,,,,,197,4,,,,,,,,,,,,,,,21,15,,,,,,,131,9,,,,,175,5,2379,10,,,,,381,3,,,7320,13,14,6,1419,9,97,3,12,4,,,178,5,,,1757,3,,,,,,,,,,,,,,,,,,,285,6,,,,,60,9,,,,,165,7,,,,,708,4,,,,,,,12,3,57,83,1000,13,,,,,,,29,3,,,,,29,23,,,,,,,,,,,,,,,88,4,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,914,3,17,3,163,6,,,,,,,,,,,,,,,1316,3,,,,,364,10,,,112,3,1859,9,,,,,,,10,3,,,,,37,6,,,75,4,22,9,,,,,,,12,2,,,1072,2,,,,,,,,,,,,,180,4,,,,,4550,2,,,,,111,4,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282,5
2093,24845,9,,,,,,,,,,,47,11,,,,,,,9,4,,,,,,,33,11,,,,,12,4,11,2,,,,,,,17,22,7,2,,,,,110,11,,,,,38,18,975,22,,,,,,,,,9663,9,17,5,1163,14,,,,,26,13,55,28,,,692,16,,,,,,,,,5,2,,,,,,,,,57,26,16,6,,,31,13,,,,,43,24,,,,,81,10,,,,,,,,,538,15,5473,1,,,10,2,,,,,1,3,,,169,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4,,,,,,,,,,,,,169,21,,,36,23,,,,,,,,,,,,,,,252,18,,,,,291,12,,,,,1253,11,,,,,5,2,,,,,,,,,,,18,12,5,18,,,,,,,14,1,,,124,14,,,13,1,,,,,,,,,273,3,,,,,70,18,,,,,18,19,,,,,,,,,304,4,,,,,,,,,,,35,1,,,,,,,6,1,2597,3
2162,24162,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,,,,20,16,,,,,,,117,10,,,,,22,26,1410,15,,,,,,,,,9975,8,,,1,132,,,,,,,100,18,,,905,13,,,,,5,3,,,,,,,,,,,,,25,37,,,,,,,,,,,213,4,,,,,,,,,,,,,6,7,648,10,6,99,,,,,,,7,4,,,,,115,9,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,40,7,11,,,,,,,,,,,,,,,,,594,6,,,,,140,23,,,9,14,8933,2,,,,,,,,,,,,,12,8,,,,,10,15,,,,,,,,,,,64,24,,,,,,,,,,,,,,,,,,,55,22,,,,,68,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,9
