,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,179306,143,1,36,1,29,1,38,1,27,1,3824,1,39,1,30,1,46,1,57,1,3,1,19,1,665,1,45,1,32,1,21,1,,,76,1,1103,1,126,1,881,1,411,1,22,1,35,1,315,1,23,1,377,1,21,1,16,1,43,1,1191,1,20,1,40,1,425,2,9286,1,15,1,23,1,32,1,930,1,16,1,44099,1,75,1,17955,1,1105,1,100,1,3074,3,1718,1,18,1,33,1,6782,1,,,18,1,31,1,23,1,18,1,18,1,19,1,39,1,111,1,17,1,,,1781,1,2082,1,100,1,706,1,21,1,19,1,2317,1,695,1,,,26,1,13888,1,26,1,29,1,22,1,153,1,7643,1,3609,2,21,1,42,1,36,2,770,1,661,1,253,1,508,3,23,1,14,1,107,1,101,1,21,1,17,1,31,1,23,1,521,1,259,1,15,1,29,1,25,2,156,1,130,1,123,1,1302,1,1343,1,20,1,46,1,16,1,27,1,36,1,21,1,1699,3,39,1,477,2,19,1,,,16,1,15,2,14,1,23,1,20,1,26,1,,,20,1,6097,1,20,1,38,1,5413,2,28,1,20,1,1262,1,11355,2,33,1,31,1,18,1,15,1,22,1,26,1,24,1,14,1,162,3,110,1,498,1,240,1,,,327,1,570,3,,,36,2,1018,1,25,2,,,232,1,,,389,1,25,1,1063,1,20,1,123,1,240,1,2904,1,47,1,,,765,2,60,1,433,1,43,1,9,1,2284,2,,,26,1,,,15,1,,,26,1,16,1,20,1,14,1,27,1,,,5207,2
1,2,2223,72134,,,,,,,,,,,1652,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,7,,,,,,,784,2,,,,,157,5,1960,14,,,,,,,,,,,14511,5,,,4886,2,,,,,9663,1,1649,2,,,,,3108,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,,,,,702,4,,,,,,,,,4816,2,2962,3,,,,,19,3,,,,,,,87,11,,,,,,,,,,,,,,,,,97,3,,,,,,,,,,,20,5,,,,,138,6,,,,,,,,,,,,,569,14,,,616,1,,,,,,,,,,,,,,,,,,,,,3679,2,,,,,7330,1,,,,,,,2879,8,,,,,,,,,,,,,,,,,,,14,3,,,172,2,,,50,2,135,7,,,,,282,8,,,,,,,,,,,,,510,4,,,,,,,2715,2,,,,,352,4,,,,,,,,,2735,1,,,,,,,,,,,9,7,,,,,,,,,,,2719,6
2,3,1406,56074,44,2,,,,,,,,,652,5,,,,,,,21,3,,,,,69,3,,,,,,,,,,,361,4,,,,,,,,,,,,,,,75,3,,,,,,,199,11,,,12,5,260,3,3476,5,,,,,,,599,3,,,21709,2,10,9,3157,4,46,8,31,3,951,6,1194,3,,,,,3639,2,15,1,,,,,6,3,,,,,,,11,5,,,,,,,754,4,,,,,411,3,,,,,250,9,79,4,,,6,3,2755,2,,,,,,,16,5,1734,5,2090,5,,,7,3,7,5,,,,,,,107,9,,,,,52,2,9,6,,,,,,,,,79,6,22,11,,,,,,,,,,,,,,,182,5,,,,,,,,,,,,,1745,2,5,15,431,3,,,,,,,30,1,,,,,,,,,,,,,599,14,,,,,491,12,,,,,167,6,3599,7,,,,,,,,,,,10,2,10,3,,,732,1,,,56,12,27,12,,,,,195,5,,,,,502,3,,,,,,,,,,,,,73,9,,,,,,,176,11,,,,,205,6,7,4,,,,,,,217,9,,,,,,,6,3,,,14,3,,,,,,,10,3,,,1670,8
3,4,10816,54396,,,,,,,,,,,431,7,,,,,,,30,2,,,,,,,,,,,14,2,,,25,2,148,8,,,,,,,,,,,14,2,,,63,5,,,,,,,305,8,,,,,169,4,2826,7,,,,,,,93,9,,,13072,7,,,4277,3,73,5,,,1467,5,416,7,,,,,1818,7,,,,,,,,,,,,,,,,,,,,,,,335,6,42,6,,,237,8,,,,,536,3,,,,,,,547,5,,,,,,,,,1989,4,2016,7,,,,,,,,,,,12,3,200,5,,,,,,,,,,,,,,,,,,,75,3,,,,,,,,,,,,,,,,,,,,,,,,,22,2,,,722,10,10,8,222,4,,,24,1,,,,,,,,,,,,,,,,,1484,3,,,,,1848,3,,,,,260,4,12989,1,,,,,,,,,,,,,,,,,36,6,,,94,7,,,,,,,109,8,,,,,431,5,,,,,,,,,,,,,,,,,,,18,4,420,6,,,,,182,7,,,,,,,,,751,4,,,,,,,9,2,,,24,2,,,,,,,,,,,3511,5
4,5,2397,46961,34,3,8,4,,,5,2,,,1370,3,,,,,,,17,6,,,,,168,2,,,7,3,,,,,6,5,500,2,,,,,15,5,,,17,3,12,3,,,39,14,,,6,2,8,2,379,4,,,15,2,517,1,4622,2,,,,,,,461,4,,,15762,3,11,7,2408,6,60,6,9,12,6575,2,200,13,,,,,1658,9,,,,,8,5,,,,,,,,,18,3,,,,,,,913,2,,,9,2,335,4,,,,,332,6,106,2,,,9,2,42,13,,,,,8,2,18,4,1419,7,1457,8,,,,,,,80,2,39,2,,,37,25,13,2,,,,,39,3,,,,,12,3,5,3,60,7,49,6,,,,,,,79,2,11,7,,,,,17,9,,,,,,,,,,,,,586,13,35,3,207,5,,,,,,,6,5,,,,,,,8,3,,,,,689,8,2,2,,,768,8,,,,,,,2155,11,,,,,,,,,,,5,6,,,,,126,4,,,68,11,49,6,,,,,156,6,,,,,393,6,14,3,,,17,4,,,,,,,73,10,,,,,13,5,693,5,,,,,164,8,15,3,,,,,4,2,81,13,19,1,,,,,3,4,,,6,9,,,,,,,13,2,,,589,20
5,6,2093,37422,,,,,,,,,,,81,16,,,,,,,,,,,,,16,4,,,,,,,,,,,68,10,,,,,8,6,6,4,,,,,,,37,17,3,2,,,,,167,17,,,,,50,19,1757,17,,,,,,,,,,,14287,6,15,4,2182,7,,,,,91,14,165,19,,,,,1063,16,,,,,,,,,8,2,,,,,,,,,5,2,,,99,20,12,7,,,74,13,,,,,135,16,27,7,,,,,152,11,,,,,,,,,657,20,4993,1,,,18,2,5,6,,,3,4,,,194,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,7,,,,,,,,,,,,,405,19,,,99,14,,,,,,,,,,,,,,,,,,,,,636,11,,,,,627,10,,,,,,,1694,12,,,,,7,2,,,,,,,,,,,,,,,68,10,14,15,,,,,,,12,2,,,171,11,,,4,2,,,,,,,,,374,5,,,,,,,247,9,,,,,87,11,,,,,,,,,526,6,,,,,,,,,,,14,4,,,,,,,,,5,1,6011,1
6,7,2162,28680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,,,,10,48,,,,,,,190,13,,,,,34,26,1768,16,,,,,,,,,,,14712,4,,,926,23,,,,,,,131,25,,,,,1266,14,,,,,8,4,,,,,,,,,,,,,,,,,38,39,,,,,,,,,,,208,12,,,,,,,13,20,,,,,,,9,8,622,22,266,25,,,,,,,2,4,,,,,62,15,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,37,6,13,,,,,,,,,,,,,,,,,,,,,,,679,10,,,,,376,14,,,,,20,12,4618,5,,,,,,,,,,,,,,,,,3,12,,,,,9,17,,,,,23,16,,,,,116,18,,,,,,,,,,,,,,,,,,,,,75,18,,,,,129,9,,,,,,,,,152,10,,,,,,,,,,,,,,,,,,,,,,,2041,7
7,8,463,27909,12,5,15,2,,,,,,,32,23,,,,,,,,,,,,,9,6,,,,,,,,,,,31,14,,,,,,,,,6,6,,,,,33,19,,,,,,,262,9,,,,,85,12,2211,10,,,,,,,,,,,12733,8,5,26,1481,12,23,12,9,11,31,19,146,21,,,,,1387,12,,,,,,,,,,,,,,,,,,,,,,,71,26,,,,,30,14,,,,,89,21,,,,,,,32,14,,,,,,,,,1351,8,2914,4,,,,,,,,,,,,,60,16,5,3,,,,,13,5,,,,,,,,,16,11,,,,,,,,,,,,,,,,,8,11,,,,,,,,,,,,,343,20,6,12,49,24,,,,,,,,,,,,,,,,,,,,,437,18,,,,,1128,4,,,,,,,1452,13,,,,,,,,,,,,,,,,,,,,,,,29,11,,,,,14,17,,,,,125,17,,,,,,,,,,,,,96,7,,,,,,,72,19,,,,,79,12,,,,,,,,,36,17,,,,,,,,,,,,,,,,,,,,,,,943,12
8,9,2181,22860,,,,,,,,,,,175,12,,,,,,,,,,,,,,,,,10,2,,,,,,,282,6,,,,,,,,,,,,,,,42,13,,,,,,,188,14,,,,,151,6,1337,23,,,,,,,212,6,,,6389,18,16,3,1179,16,99,2,13,8,,,271,9,,,,,1131,15,,,,,,,,,,,,,,,,,,,,,,,217,9,,,,,142,10,,,,,313,7,,,,,,,388,6,,,,,,,21,3,897,13,952,13,,,,,,,41,3,,,,,30,30,,,,,,,,,,,,,,,14,2,37,9,58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,16,27,5,123,11,,,,,,,,,,,,,,,,,,,,,1408,4,,,,,363,16,,,,,158,7,2293,9,,,,,,,,,,,8,3,,,,,42,5,,,77,9,38,7,,,,,52,12,28,1,,,938,2,,,,,,,,,,,,,153,6,,,,,,,235,10,,,,,208,5,19,2,,,,,,,,,,,,,,,,,,,9,6,,,,,,,,,,,1649,9
9,10,2425,21968,,,,,,,,,,,120,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,45,12,,,,,,,305,7,,,,,102,10,1503,21,,,,,,,,,,,6113,19,5,28,1736,9,,,6,15,184,10,292,8,,,,,1452,11,,,,,14,2,,,,,,,,,,,,,,,,,137,13,,,,,,,,,,,244,10,30,5,,,,,,,,,,,,,,,1224,9,512,18,,,,,,,,,,,,,15,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,22,,,,,,,,,,,,,,,,,,,,,,,,,801,7,,,,,1042,5,,,,,343,2,4284,6,,,,,,,,,,,,,,,,,,,,,94,6,,,,,,,,,,,,,148,15,,,,,7,7,,,,,,,,,,,,,,,163,12,,,,,439,3,,,,,,,,,21,23,,,,,,,,,,,,,,,,,,,,,,,268,27
