bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
181,21482,11,9,4,,,,,,,,,109,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,,,,,,,,,,,,,131,6,1666,15,,,,,,,,,14133,4,,,1397,12,,,5,11,,,51,32,,,783,22,,,,,,,,,,,,,,,,,,,118,12,,,,,283,4,,,,,137,19,,,,,,,,,,,,,,,263,34,150,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,15,,,57,15,,,,,,,,,,,,,,,,,,,,,286,22,,,,,142,27,,,,,770,19,,,,,,,,,,,,,195,2,,,,,,,,,1,3,,,,,,,188,11,,,,,,,,,,,,,8,15,,,,,17,22,,,,,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,37
2243,18954,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,,,,,,,,,,,,,,,13,32,,,,,,,,,,,,,,,5185,2,,,,,,,,,6516,18,,,,,,,,,,,,,,,1736,7,,,,,,,,,,,,,,,,,,,,,,,,,139,10,,,,,268,7,,,,,,,,,,,,,,,571,18,172,40,,,,,,,,,,,,,9,42,,,,,,,,,,,,,,,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,7,,,,,,,,,,,,,,,,,,,,,,,,,1012,4,,,,,578,9,,,28,9,1037,14,,,,,,,5,6,,,,,,,,,,,61,5,,,,,607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,44
25821,18307,13,,,,,,,,,,,494,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2711,9,,,,,,,,,1212,76,3,40,1472,10,,,,,,,,,,,3848,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667,5
320,17919,14,,,,,,,,,,,168,8,,,,,7,5,,,,,,,,,14,1,,,81,9,,,,,,,,,14,2,,,,,60,5,,,,,,,110,17,,,7,5,53,16,1508,17,,,,,331,4,,,7013,16,15,3,1037,17,28,8,,,50,15,172,10,,,1277,9,,,,,,,10,2,,,9,2,,,14,2,,,57,23,72,4,,,,,,,,,405,4,,,,,318,4,,,,,,,13,3,255,36,623,20,,,,,8,5,,,,,10,2,69,11,,,,,,,5,7,,,,,,,22,10,41,6,,,,,,,,,14,4,,,,,141,3,,,,,,,,,,,,,1025,5,10,6,45,19,,,,,,,6,3,,,,,,,,,,,,,828,7,,,,,251,20,,,90,6,982,15,,,,,,,,,6,3,,,,,,,64,8,87,3,,,,,,,,,,,76,25,,,,,12,4,,,6,4,,,26,11,,,,,27,14,,,7,1,31,16,,,,,,,,,43,11,,,,,,,,,,,,,,,,,,,,,,,266,21
1294,17317,15,,,,,,,,,,,42,14,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21,,,,,,,,,,,,,54,14,2362,11,,,,,,,,,7126,14,5,18,793,21,,,,,,,131,16,,,3337,3,,,,,,,,,,,,,4,6,,,,,159,9,,,,,,,,,,,172,18,,,,,63,12,,,,,1,8,,,1203,6,,,,,,,,,,,,,,,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,486,12,,,37,23,,,,,,,3,6,,,,,,,,,,,,,62,45,,,,,,,,,,,798,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,13,,,,,,,,,,,,,21,12,,,,,20,21,,,,,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,29
2425,15823,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,32,13,,,,,,,59,25,,,,,112,9,1216,22,,,,,,,,,4825,21,8,12,1169,15,,,9,7,100,10,180,9,,,802,20,,,,,,,,,,,,,,,,,,,93,16,,,,,,,,,,,189,14,,,,,,,,,,,,,,,699,14,640,19,,,,,,,,,,,,,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,20,,,,,,,,,,,,,,,,,,,,,,,,,614,10,,,,,765,6,,,185,3,3314,5,,,,,,,,,,,,,,,,,73,5,,,,,,,,,,,,,118,16,,,,,6,8,,,,,,,,,,,,,,,,,,,116,6,,,,,,,,,16,15,,,,,,,,,,,,,,,,,,,,,,,185,27
13,15623,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,10,,,,,,,140,13,,,1,9,50,18,1141,24,,,,,20,11,,,7789,12,4,25,1369,13,,,5,10,,,,,3,2,713,25,,,,,,,,,,,1,3,,,,,,,649,2,,,,,,,,,,,187,15,,,,,,,,,,,,,,,408,24,1055,15,,,,,,,,,,,,,104,10,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,119,16,3,43,20,,,,,,,,,,,,,,,,,,,,,220,26,,,,,268,16,,,26,10,863,17,,,,,,,,,,,,,,,,,14,15,35,8,,,,,72,6,,,,,91,21,,,,,,,,,,,,,,,,,,,29,13,,,,,,,,,,,,,,,17,13,,,,,,,,,,,,,,,,,,,,,,,240,23
50381,12425,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,26,,,,,,,,,,,10121,10,,,537,29,,,,,21,17,196,8,,,311,44,,,,,,,,,,,,,,,,,,,115,13,,,,,,,,,,,,,,,,,,,,,,,,,,,654,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,12194,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,6,,,,,,,,,,,,,,,,,,,,,,,336,5,,,,,,,2809,8,,,,,,,,,4172,25,10,10,207,46,,,,,657,4,,,,,295,47,,,,,,,,,,,,,,,,,,,,,,,,,164,8,,,,,250,10,,,,,,,,,,,,,,,434,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,1026,4,,,,,,,,,,,,,,,,,,,,,,,,,983,5,,,,,,,,,,,121,60,,,,,,,,,,,,,26,7,,,134,3,,,,,4,2,,,4,3,,,323,7,,,,,,,,,,,,,,,,,,,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,72
27443,11894,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,33,,,,,,,31,29,,,9,2,29,23,616,40,,,,,,,,,564,129,8,15,637,27,19,10,,,,,93,24,,,551,32,,,,,,,,,,,,,,,,,,,,,,,,,47,13,,,,,,,,,,,,,,,,,,,,,297,31,2046,7,,,,,,,,,,,,,1920,1,,,,,,,,,,,,,,,,,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,31,,,,,,,,,,,,,,,,,,,,,,,,,251,23,,,,,327,15,,,,,742,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,5,,,,,,,,,,,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319,1
811,11717,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,17,,,,,,,18,37,,,,,,,1086,25,,,,,,,,,3395,32,4,27,1601,8,,,,,,,88,27,,,1071,12,,,,,,,,,,,,,6,4,,,,,647,3,,,,,,,,,,,195,12,,,,,,,,,,,,,,,105,63,324,29,,,,,,,,,,,,,188,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,6,,,21,30,,,,,,,,,,,,,,,,,,,,,379,17,,,,,606,8,,,89,7,400,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,13
5072,11255,22,,,,,,,,,,,5,22,,,,,,,,,,,,,,,,,,,17,16,,,,,126,2,,,,,,,,,9,47,,,,,,,,,,,,,128,8,586,42,,,,,,,,,7084,15,5,21,75,75,,,,,,,,,,,315,43,,,,,,,,,,,,,,,9,4,,,,,592,2,,,,,,,,,,,,,,,121,11,,,,,,,,,76,79,1135,11,,,,,,,,,,,,,11,37,,,,,,,,,,,,,,,,,,,,,,,10,1,,,19,3,,,453,2,,,,,,,,,,,,,,,51,60,1,18,82,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,59,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,44,34,,,,,101,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,48
3886,9792,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,3,,,,,,,,,,,,,,,29,16,,,,,,,213,9,,,,,79,11,3663,5,,,,,,,,,31,776,11,8,283,39,13,14,,,55,13,144,14,,,450,36,,,,,13,2,,,,,,,,,,,,,27,31,,,,,,,,,,,1179,2,,,,,,,,,,,,,,,873,10,138,47,,,,,,,,,,,,,11,36,,,,,,,,,13,2,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,35,3,15,132,7,,,,,,,,,,,,,,,,,,,,,334,21,,,,,1002,3,,,202,2,210,43,,,,,,,,,,,,,,,,,72,6,14,13,,,,,5,12,,,,,61,27,,,,,,,,,,,,,,,,,,,86,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,49
822,9498,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,15,,,,,,,,,,,,,,,18,23,,,,,,,108,18,,,5,6,12,39,1180,23,,,,,13,13,,,3475,31,5,17,846,20,,,,,,,169,11,,,475,35,,,,,,,,,,,,,,,,,,,48,26,,,,,,,,,,,118,20,,,,,,,,,,,,,,,612,17,326,28,,,,,,,,,,,,,63,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,18,4,11,56,16,,,,,,,,,,,,,,,,,,,,,384,16,,,,,85,30,,,,,675,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,14,,,,,,,,,,,,,,,,,,,,,,,,,6,42,,,,,,,,,8,21,,,,,,,,,,,,,,,,,,,,,,,318,19
2392,8285,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,27,,,,,,,82,20,,,,,,,721,35,,,,,26,10,,,4559,23,,,289,38,,,6,8,135,8,63,31,,,817,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,,,,,,,,,,,,,,,336,29,241,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,17,,,33,25,,,,,,,,,,,,,,,,,,,,,227,25,,,,,114,29,,,,,,,,,,,,,,,,,,,,,,,7,24,,,,,,,11,10,,,,,102,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,36
39856,8265,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,8,,,,,,,,,,,,,,,39,11,,,,,,,132,14,,,,,18,32,724,34,,,,,,,,,1840,56,,,1469,11,,,,,,,,,,,1010,15,,,,,,,,,,,,,,,,,,,86,18,,,,,,,,,,,173,17,,,,,,,,,,,,,,,1002,7,,,,,,,,,,,,,,,39,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,,,,,,379,18,,,,,,,,,,,960,16,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,33
