,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
0,1,171,117949,230,1,39,1,39,1,29,1,37,1,2607,1,22,1,27,1,33,1,624,1,29,1,26,1,28,1,,,45,1,623,2,65,1,80,1,412,1,23,1,51,1,367,1,20,1,242,1,32,1,18,1,37,1,865,2,25,1,65,1,597,1,5315,1,29,1,21,1,592,2,15,1,34406,1,61,1,11181,1,745,1,119,1,2716,2,1463,2,48,1,3940,1,,,16,1,24,2,31,1,19,1,17,1,55,1,99,1,20,1,,,1686,1,1922,1,28,2,474,1,21,1,15,1,1352,1,382,1,27,2,1553,2,22,1,20,1,39,1,89,1,3843,2,3113,4,24,1,25,1,28,2,505,1,541,1,151,1,625,2,11,2,,,50,1,56,1,27,1,19,1,20,2,18,1,374,2,314,1,17,1,19,2,,,90,2,132,1,168,1,2059,1,271,2,17,1,26,1,16,1,47,1,25,1,17,1,1131,5,36,1,594,2,16,1,,,21,1,24,2,19,1,24,1,17,1,20,1,,,25,1,2877,2,18,1,29,1,3137,2,23,1,31,1,484,1,7658,2,26,1,19,1,24,1,23,1,18,1,18,1,25,1,16,1,155,3,97,1,490,1,235,1,,,428,1,449,2,,,19,2,1192,2,36,1,,,191,1,,,203,1,6,1,983,1,51,1,206,1,533,2,33,1,,,557,2,59,1,254,1,51,1,12,1,3791,1,,,18,1,,,31,1,,,27,1,24,1,29,1,10,1,27,1,,,2852,4
1,2,2223,54326,,,,,,,,,,,423,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,14,,,,,,,1036,1,,,,,255,4,1744,14,,,,,,,,,11516,8,,,4838,2,,,,,2102,3,1689,1,,,2786,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3,,,136,9,,,,,,,,,5439,1,2178,8,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,465,1,,,,,,,,,,,12,4,,,,,57,5,,,,,,,,,,,,,709,11,,,1052,1,,,,,,,,,,,,,,,,,,,,,3686,1,,,,,5925,1,,,,,,,2866,8,,,,,,,,,,,,,,,,,,,9,4,,,225,2,,,,,96,7,,,,,292,8,,,,,,,,,,,,,416,3,,,,,1114,1,,,,,369,3,,,,,,,,,427,5,,,,,,,,,,,5,8,,,,,,,,,,,2386,5
2,3,1406,48973,29,2,,,,,,,,,27,16,,,,,11,3,50,3,,,,,,,,,,,705,1,,,,,,,,,,,,,,,52,8,,,,,,,167,12,,,6,5,349,3,3002,8,,,,,610,1,,,21585,2,9,11,3909,3,87,4,56,4,359,6,785,4,,,2353,4,27,1,,,,,9,2,,,,,,,,,,,,,613,4,,,,,319,3,,,,,187,10,36,4,3,3,1617,1,,,,,,,7,8,1255,6,2262,6,,,6,3,8,3,,,,,,,,,,,,,,,8,3,,,,,,,,,91,4,11,11,,,,,,,,,,,,,,,43,7,,,,,,,,,,,,,1537,2,2,16,359,4,,,,,,,25,1,,,,,,,,,,,,,401,16,,,,,386,13,,,,,134,6,2956,7,,,,,,,,,,,5,6,4,3,,,356,1,,,37,13,60,5,,,,,268,4,,,,,487,5,,,,,,,,,,,,,,,,,,,79,7,,,,,144,6,5,4,,,,,,,111,9,,,,,,,2,4,,,7,3,,,,,,,2,3,,,953,10
3,4,2181,44390,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,253,5,,,,,,,,,,,,,,,24,19,,,,,,,235,8,,,,,152,9,3925,5,,,,,422,3,,,19973,4,19,5,1690,8,233,2,17,8,,,418,6,,,2337,5,,,,,,,,,,,,,,,,,,,,,343,7,,,,,152,10,,,,,408,4,,,,,316,4,,,,,,,19,3,1587,5,1901,9,,,,,,,37,3,,,,,39,16,,,,,,,,,,,,,,,12,3,52,8,52,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,7,13,6,430,3,,,,,,,,,,,,,,,,,,,,,1561,4,,,,,534,10,,,,,246,2,2178,9,,,,,,,,,,,10,3,,,,,34,5,,,85,6,38,9,,,,,56,8,8,3,,,1808,1,,,,,,,,,,,,,138,5,,,,,110,5,,,,,168,5,19,2,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,1346,8
4,5,10816,41481,,,,,,,,,,,323,6,,,,,8,5,,,,,,,12,2,,,13,3,117,9,,,,,,,,,,,12,3,,,40,10,,,,,,,285,7,,,,,249,5,3310,7,,,,,80,8,,,11224,9,,,3132,4,73,5,,,640,5,394,7,,,2152,6,,,,,,,,,,,,,,,,,,,,,386,6,48,5,,,174,8,,,,,467,3,,,,,242,6,,,,,,,,,2528,3,2954,5,,,,,,,,,,,10,3,226,5,,,,,,,,,,,,,,,,,,,54,5,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,1534,3,11,7,258,6,,,11,1,,,,,,,,,,,,,,,,,1702,3,,,,,801,6,,,,,124,7,3293,6,,,,,,,,,,,,,,,,,30,6,,,82,8,,,,,,,54,10,,,,,561,3,,,,,,,,,10,3,,,,,,,11,4,90,6,,,,,130,8,,,,,,,,,436,4,,,,,,,9,3,,,7,6,,,,,,,,,,,3166,3
5,6,2093,36314,,,,,,,,,,,69,11,,,,,,,10,5,,,,,,,,,,,36,12,,,,,10,5,16,3,,,,,,,31,12,11,2,,,,,114,19,,,,,53,20,1068,22,,,,,,,,,13922,5,11,10,1144,18,,,,,60,16,90,28,,,1259,13,,,,,,,,,13,2,,,,,,,4,2,,,88,23,13,7,,,42,13,,,,,117,17,4,6,,,125,10,,,,,,,,,543,18,4691,1,,,17,2,5,6,,,1,4,,,171,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6,,,,,,,,,,,,,279,21,,,61,16,,,,,,,,,,,,,,,,,,,,,338,20,,,,,445,12,,,,,,,4539,4,,,,,4,2,,,,,,,,,,,,,,,54,11,15,12,,,,,,,8,2,,,222,9,,,12,2,,,,,,,,,272,4,,,,,49,10,,,,,65,14,,,,,,,,,644,3,,,,,,,,,,,10,2,,,,,,,,,14,1,5492,1
6,7,2397,34744,28,3,23,2,,,20,2,,,904,2,,,,,15,2,134,2,,,21,2,,,,,9,4,355,3,,,,,17,4,,,22,2,25,2,,,73,3,,,11,2,19,2,336,6,,,12,4,431,2,3598,6,,,,,309,6,,,11547,7,34,2,2590,6,52,6,104,2,2727,1,217,9,,,1580,10,,,,,25,1,,,,,,,34,2,,,,,,,626,3,,,30,1,180,6,,,,,325,5,75,2,28,1,46,12,,,,,25,2,41,2,721,14,1372,10,,,,,,,102,2,27,2,,,44,15,40,1,,,,,26,2,,,,,27,1,14,2,68,7,78,4,,,,,,,93,1,9,5,,,,,14,10,,,,,,,,,,,,,584,14,22,2,291,5,,,,,,,15,3,,,,,,,5,2,,,,,516,11,10,2,,,486,11,,,,,,,1550,12,,,,,,,,,,,14,2,,,,,56,4,,,119,5,47,7,,,,,101,6,,,,,437,6,16,3,,,22,4,,,,,,,76,9,,,24,2,212,3,,,,,110,10,14,3,,,,,12,2,106,10,36,1,,,,,27,2,,,7,4,,,,,,,16,2,,,530,16
7,8,463,26806,,,6,3,,,,,,,,,,,,,,,6,6,,,,,,,,,,,22,16,,,,,,,,,4,7,,,,,19,23,,,,,,,230,9,,,,,90,15,1977,13,,,,,,,,,11708,6,2,39,1148,17,22,12,29,6,14,22,127,22,,,1196,15,,,,,,,,,,,,,,,,,,,,,145,14,,,,,22,14,,,,,79,21,,,,,41,13,,,,,,,,,909,10,4016,2,,,,,,,,,,,,,73,9,,,,,,,2,8,,,,,,,,,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,18,4,12,43,22,,,,,,,,,,,,,,,,,,,,,403,15,,,,,855,3,,,,,,,1806,10,,,,,,,,,,,,,,,,,,,,,,,13,13,,,,,14,15,,,,,131,16,,,,,,,,,,,,,81,8,,,,,26,18,,,,,75,12,,,,,,,,,22,15,,,,,,,,,,,,,,,,,,,,,,,1094,9
8,9,2162,22095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,,,,6,56,,,,,,,136,16,,,,,32,26,1165,21,,,,,,,,,10989,10,,,871,21,,,,,,,116,25,,,812,20,,,,,3,4,,,,,,,,,,,,,,,19,42,,,,,,,,,,,164,13,,,,,,,,,,,,,9,7,484,20,6,112,,,,,,,12,4,,,,,61,11,,,,,,,,,,,,,,,,,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,44,8,9,,,,,,,,,,,,,,,,,,,,,,,599,9,,,,,154,22,,,,,15,12,5206,3,,,,,,,,,,,,,,,,,2,13,,,,,7,16,,,,,28,11,,,,,88,27,,,,,,,,,,,,,,,,,,,18,25,,,,,102,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846,11
9,10,2398,21865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,30,265,75,,,,,,,,,20488,3,3,36,136,57,,,,,,,15,75,,,395,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,54,,,,,,,,,,,,,,,,,,,,,,,,,31,64,,,,,,,,,,,,,197,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,21,,,,,,,,,,,,,,,,,,,20,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
