bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,105180,1,232,1,41,1,20,1,23,1,26,1,2559,1,22,1,25,1,16,1,333,1,16,1,22,1,,,42,1,389,2,35,1,50,1,232,1,17,1,39,2,176,1,20,1,277,1,39,1,18,1,22,1,585,2,11,1,37,1,394,2,5284,2,19,1,17,1,491,2,,,26013,1,50,1,17055,1,516,1,53,1,1747,2,889,1,32,1,3795,2,,,20,1,31,1,24,1,15,1,16,1,47,1,219,1,10,1,1126,1,1547,1,24,1,327,1,20,1,18,1,804,1,170,1,23,1,1590,2,14,1,30,1,23,1,84,1,4589,1,4458,2,16,1,28,1,22,3,288,1,402,1,67,1,394,3,16,1,,,30,1,85,1,30,1,39,1,25,1,259,3,245,1,23,1,,,85,1,61,1,69,1,399,1,165,2,20,1,18,1,20,1,17,1,20,1,13,1,968,3,34,1,414,2,,,18,1,26,1,19,1,21,1,21,1,20,1,,,2143,1,14,1,22,1,3959,1,19,1,321,1,7311,2,20,1,18,1,20,1,23,1,25,1,15,1,99,3,60,1,287,1,157,1,234,1,247,2,,,21,2,1226,1,31,2,,,183,1,,,46,1,2,1,738,1,21,1,120,1,442,1,20,1,,,291,3,52,1,107,1,45,1,13,1,1516,1,,,23,1,,,22,1,,,29,1,21,1,18,1,18,1,,,3876,1
2223,41682,2,,,,,,,,,,,684,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,21,,,,,,,627,1,,,,,,,1464,13,,,,,,,,,12777,5,,,2798,2,,,,,1004,3,852,2,,,3101,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,,,210,9,,,,,,,,,3684,2,1673,9,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,311,1,,,,,,,,,15,3,,,,,38,4,,,,,,,,,,,,,424,11,,,430,1,,,,,,,,,,,,,,,,,1962,2,,,,,2752,2,,,,,1992,7,,,,,,,,,,,,,,,16,2,,,108,2,,,62,5,,,,,195,10,,,,,,,,,,,,,274,3,,,,,250,3,,,,,307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3624,2
1406,40458,3,72,2,,,,,,,,,11,17,,,,,,,,,,,,,,,,,276,3,,,,,,,,,,,,,,,67,3,,,,,,,110,12,,,16,2,276,3,2319,9,,,,,388,3,,,17635,2,17,5,2542,5,66,10,19,2,390,5,470,4,,,2238,5,34,1,,,,,7,3,,,,,,,,,,,399,3,,,,,163,3,,,,,145,9,29,3,10,2,3505,1,,,,,,,12,5,1016,6,1750,7,,,12,3,29,2,,,,,,,,,,,,,,,12,4,,,,,,,39,8,,,,,,,,,,,,,,,40,3,,,,,,,,,,,,,1123,2,13,7,257,4,,,,,,,,,,,,,,,,,339,13,,,,,344,12,,,88,7,1897,8,,,,,,,10,5,17,2,,,194,1,,,24,12,41,8,,,215,3,,,,,374,5,,,,,,,,,,,,,,,,,,,81,8,,,,,74,8,,,,,,,,,185,6,,,,,,,9,3,,,,,,,,,11,2,,,1048,6
2397,37230,4,12,3,14,2,,,13,2,,,543,3,,,,,15,2,116,2,11,3,,,,,18,2,539,1,,,,,15,4,,,45,1,29,2,,,66,4,,,14,2,15,2,232,4,,,14,3,612,1,4640,3,,,,,382,4,,,14792,4,19,4,1819,8,65,11,16,3,2452,1,213,7,,,1451,9,,,,,12,2,,,,,,,23,2,,,,,713,2,,,10,2,149,4,,,,,250,3,30,2,10,3,31,14,,,,,14,2,27,2,802,8,1702,8,,,,,,,52,2,24,2,,,38,19,12,2,,,,,22,2,,,,,11,3,67,4,40,5,,,,,32,2,10,5,,,,,17,8,,,,,,,,,,,,,363,13,11,8,286,3,,,,,8,3,,,,,,,12,2,,,546,8,9,2,,,740,5,,,,,1227,12,,,,,,,11,4,,,,,44,5,,,68,5,64,5,,,97,4,,,,,495,4,9,3,,,14,5,,,,,,,96,6,,,24,2,241,4,,,,,,,11,3,,,,,9,2,90,8,16,1,,,,,17,2,,,,,,,,,11,3,,,441,14
10816,35270,5,,,,,,,,,,,313,4,,,,,,,,,,,12,2,,,10,3,185,6,,,,,,,,,,,13,3,,,40,7,,,,,,,168,8,,,,,163,4,2256,10,,,,,35,10,,,15842,3,,,2056,6,155,3,,,285,7,311,6,,,1728,8,,,,,,,,,,,,,,,,,,,317,5,28,6,,,90,7,,,,,186,5,,,,,848,3,,,,,,,,,1207,5,2382,4,,,,,,,,,,,11,3,229,5,,,,,,,,,,,,,,,,,46,4,,,,,,,,,,,,,,,,,,,,,,,13,2,,,632,7,16,5,140,6,16,1,,,,,,,,,,,,,,,855,4,,,,,539,9,,,93,6,2825,5,,,,,,,,,,,,,51,4,,,36,9,,,,,,,,,,,600,3,,,,,,,,,13,3,,,,,,,11,4,143,5,,,,,126,5,,,,,,,,,214,5,,,,,,,8,4,,,,,,,,,,,,,23,97
29351,30595,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522,7,,,,,,,,,4529,22,,,122,55,230,2,,,,,96,22,,,91,82,,,,,,,,,,,,,,,,,,,174,8,,,,,,,,,,,28,34,28,4,,,,,,,,,,,,,,,97,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,2,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,66,50,,,,,,,,,,,,,,,,,,,,,342,12,,,,,,,,,,,19779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,27,,,,,,,,,,,,,,,,,,,,,,,,,1527,1,,,,,,,,,551,3,,,,,,,,,,,,,,,,,,,,,,
2093,26228,7,,,,,,,,,,,49,11,,,,,,,14,4,,,,,,,,,43,11,,,,,12,5,13,2,,,,,,,23,19,7,2,,,,,161,9,,,,,55,16,815,24,,,,,,,,,10768,7,17,6,1318,11,,,,,42,14,62,27,,,742,18,,,,,,,,,15,2,,,,,,,7,2,72,19,12,7,,,42,12,,,,,62,20,12,6,,,64,10,,,,,,,,,432,20,5005,1,,,17,2,,,,,1,3,,,131,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,6,,,,,,,,,,,,,201,18,,,55,13,,,,,,,,,,,,,,,,,283,19,,,,,341,13,,,,,1395,10,,,,,7,2,,,,,,,,,,,34,10,15,12,,,,,21,1,,,146,13,,,13,2,,,,,,,,,236,4,,,,,33,14,,,,,35,15,,,,,,,,,451,4,,,,,,,,,,,19,2,,,,,,,9,1,2885,4
2181,22150,8,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,230,4,,,,,,,,,,,,,,,34,10,,,,,,,135,11,,,,,88,9,1433,14,,,,,245,5,,,8140,10,19,3,1125,17,137,4,13,4,,,130,12,,,1129,10,,,,,,,,,,,,,,,,,,,215,7,,,,,55,11,,,,,206,4,,,,,276,5,,,,,,,21,3,59,86,1076,14,,,,,,,22,3,,,,,52,12,,,,,,,,,,,,,13,2,49,6,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,403,12,27,2,173,5,,,,,,,,,,,,,,,,,1215,3,,,,,292,16,,,130,3,2027,6,,,,,,,21,2,,,,,37,6,,,103,2,44,7,,,,,13,2,,,625,2,,,,,,,,,,,,,300,2,,,,,118,6,,,,,176,4,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,5
463,20891,9,,,13,3,,,,,,,,,,,,,,,7,5,,,,,,,,,30,13,,,,,,,,,11,3,,,,,31,11,,,,,,,231,6,,,,,104,7,1597,12,,,,,,,,,10761,8,11,10,,,40,13,7,7,,,133,11,,,,,,,,,,,,,,,,,,,,,,,61,24,,,,,30,14,,,,,59,22,,,,,36,13,,,,,,,,,683,9,2306,5,,,,,,,,,,,,,51,13,,,,,,,10,5,,,,,,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,14,10,9,44,20,,,,,,,,,,,,,,,,,399,10,,,,,857,4,,,,,1793,9,,,,,,,,,,,,,,,,,,,23,10,,,25,8,,,,,156,12,,,,,,,,,,,,,72,8,,,,,32,15,,,,,62,10,,,,,,,,,24,12,,,,,,,,,,,,,,,,,,,,,851,7
2162,20665,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,10,37,,,,,,,144,10,,,,,27,30,1126,18,,,,,,,,,9248,9,,,2,135,,,,,,,65,26,,,756,17,,,,,11,3,,,,,,,,,,,,,21,38,,,,,,,,,,,172,7,,,,,,,,,,,,,3,9,527,13,8,106,,,,,,,9,4,,,,,58,11,,,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,51,4,14,,,,,,,,,,,,,,,,,,,589,7,,,,,142,24,,,16,12,6737,3,,,,,,,,,,,,,4,9,,,,,2,19,,,,,,,,,70,24,,,,,,,,,,,,,,,,,,,39,13,,,,,93,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,10
