bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,ary,ary_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lmo,lmo_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
463,22404,11,5,6,11,3,,,,,,,27,23,,,,,,,,,,,,,,,4,6,,,,,,,,,,,23,14,,,,,,,,,,,,,,,42,14,,,,,,,304,6,,,,,56,14,1634,15,,,,,,,,,,,10735,9,4,31,960,19,16,12,7,9,19,17,95,25,,,,,1103,15,,,,,,,,,,,,,,,,,,,,,,,81,23,,,,,20,15,,,,,66,20,,,,,,,36,12,,,,,,,,,780,8,2742,4,,,,,,,,,,,,,37,24,13,3,,,,,5,6,,,,,,,,,,,16,11,,,,,,,,,,,,,,,,,8,10,,,,,,,,,,,,,281,19,2,19,48,16,,,,,,,,,,,,,,,,,,,,,301,18,,,,,679,7,,,,,,,1046,15,,,,,,,,,,,,,,,,,,,,,,,21,11,,,,,22,15,,,,,135,12,,,,,,,,,,,,,66,9,,,,,,,65,19,,,,,85,10,,,,,,,,,54,16,,,,,,,,,,,,,,,,,,,,,,,750,16
2425,20324,12,,,,,,,,,,,88,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,40,15,,,,,,,451,4,,,,,82,9,1463,20,,,,,,,,,,,5214,20,6,24,2561,6,,,4,17,187,9,407,6,,,,,1160,13,,,,,14,3,,,,,,,,,,,,,,,,,184,10,,,,,,,,,,,187,10,25,5,,,,,,,,,,,,,,,871,6,630,17,,,,,,,,,,,,,10,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,18,,,,,,,,,,,,,,,,,,,,,,,,,565,8,,,,,952,4,,,,,204,4,3425,6,,,,,,,,,,,,,,,,,,,,,84,6,,,,,,,,,,,,,167,8,,,,,5,8,,,,,,,,,,,,,,,283,9,,,,,405,3,,,,,,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,303,25
320,18149,13,,,,,,,,,,,79,18,,,,,,,,,12,6,,,,,,,,,,,,,8,1,,,97,8,,,,,,,,,10,3,,,,,42,13,,,,,,,218,9,,,3,9,25,26,1488,18,,,,,,,112,6,,,7479,12,20,2,1465,12,22,10,6,12,67,15,185,12,,,,,2426,7,,,,,10,4,5,3,,,,,8,2,8,6,10,4,,,,,74,25,53,5,,,,,,,,,267,7,,,,,,,143,9,,,,,,,4,11,266,31,253,32,,,,,6,6,,,,,12,2,51,17,,,,,,,4,9,,,,,,,,,,,32,9,8,13,,,,,,,,,10,6,,,,,133,6,,,,,,,,,,,,,596,14,16,2,41,21,,,,,,,13,3,,,,,,,,,,,,,405,14,,,,,205,20,,,,,94,8,862,17,,,,,,,,,,,,,4,3,,,,,,,93,4,63,3,,,,,21,16,,,,,73,27,,,,,7,6,,,,,,,43,12,,,,,29,2,57,22,,,15,1,38,23,,,,,,,,,61,15,,,,,,,,,,,3,11,,,,,,,,,,,289,27
13,17951,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,12,,,,,,,77,21,,,5,7,22,28,1535,17,,,,,,,18,13,,,8640,10,8,11,1765,8,,,6,11,,,43,37,,,8,2,566,28,,,,,,,,,,,,,5,4,,,,,,,,,949,3,,,,,,,,,,,130,12,,,6,1,,,,,,,,,,,,,291,27,1048,12,,,,,,,,,,,,,56,15,,,,,,,,,,,,,,,,,,,,,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,11,13,4,45,19,,,,,,,,,,,,,,,,,,,,,179,25,,,,,267,15,,,,,45,9,609,20,,,,,,,,,,,,,,,,,,,,,12,25,21,10,,,,,39,12,,,,,118,16,,,,,,,,,,,,,,,,,,,,,34,28,,,,,19,29,,,,,,,,,31,19,,,,,,,,,,,,,,,,,,,,,,,638,17
5072,16680,15,,,,,,,,,,,418,8,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,,,,,141,2,,,,,,,,,15,35,,,,,,,,,,,,,137,5,543,46,,,,,,,,,,,12673,7,3,45,115,64,,,,,16,18,,,,,,,431,37,,,,,,,,,,,,,,,,,57,2,,,,,,,384,2,,,,,,,,,,,,,,,,,128,10,,,,,,,,,109,58,314,25,,,,,,,,,,,,,24,34,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,,,77,2,,,164,2,188,3,,,,,,,,,,,,,59,62,8,9,72,10,,,,,,,,,,,,,,,,,,,,,,,,,,,26,55,,,,,,,157,49,,,,,,,,,,,,,,,,,,,36,2,,,,,,,,,,,,,,,24,49,,,,,205,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,58
2243,16387,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11,,,,,,,,,,,,,,,11,48,,,,,,,,,,,,,,,3446,5,,,,,,,,,,,5845,17,,,,,,,,,,,15,86,,,,,1390,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,8,,,,,152,11,,,,,,,,,,,,,,,,,447,18,615,18,,,,,,,,,,,,,11,65,,,,,,,,,,,,,,,,,,,59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,5,,,,,,,,,,,2,9,,,,,,,,,,,,,1182,4,,,,,486,12,,,,,29,13,929,16,,,,,,,,,,,6,4,,,,,,,,,,,47,6,,,,,396,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,28
29351,15935,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,,,,12,45,,,,,,,101,19,,,,,,,2858,8,,,,,,,,,,,2634,38,,,181,49,95,2,,,,,99,24,,,,,294,52,,,,,,,,,,,,,,,,,,,,,,,300,8,,,,,,,,,,,79,19,21,6,,,,,,,,,,,,,,,,,73,64,,,,,,,,,,,,,23,37,,,,,,,,,,,,,,,,,,,132,2,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,30,,,,,,,,,,,,,,,,,,,,,,,,,509,11,,,,,,,,,,,,,6881,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,45,,,,,,,,,,,,,,,,,,,,,,,,,,,637,2,,,,,,,,,616,5,,,,,,,,,,,,,,,,,,,,,,,99,60
2136,14352,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,5,,,,,,,,,,,,,,,,,,,,,,,269,7,,,,,,,3026,7,,,,,,,,,,,4819,22,2,50,267,39,,,,,1793,4,,,,,,,428,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,5,,,,,255,8,6,10,,,,,,,,,,,,,,,226,33,,,,,,,,,,,,,,,9,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,808,7,,,,,,,,,,,,,,,,,,,,,,,,,926,6,,,,,,,,,,,,,39,90,,,,,,,,,,,,,,,,,17,6,,,137,2,,,,,20,2,220,4,4,4,,,320,5,,,,,,,,,,,,,,,,,,,,,272,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,57
1294,14116,19,,,,,,,,,,,53,20,,,,,,,,,13,4,,,,,,,,,,,,,,,,,5,26,,,,,,,,,,,,,,,94,3,,,,,,,,,,,,,33,24,1039,25,,,,,,,,,,,7811,11,6,22,887,22,,,10,4,102,12,119,21,,,,,1571,10,,,,,,,,,,,,,,,9,5,,,,,,,171,11,,,,,,,,,,,46,26,,,,,,,38,11,,,,,5,2,8,6,655,12,,,,,,,,,,,,,,,148,7,,,,,,,,,,,,,,,,,,,,,22,9,,,,,,,2,5,,,,,,,6,11,,,,,,,,,,,,,433,17,,,33,22,,,,,,,2,8,,,,,,,,,,,,,29,63,,,,,,,,,,,,,279,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,13,,,,,133,13,,,,,,,,,,,,,57,11,,,,,,,16,33,,,,,11,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,29
181,12750,20,12,4,,,,,,,,,194,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,,,,,,,,,,,,,79,11,1264,23,,,,,,,,,,,6895,14,,,1184,15,,,5,15,,,54,32,,,,,723,23,,,,,,,,,,,,,,,,,,,,,,,117,15,,,,,158,6,,,,,32,32,,,,,,,,,,,,,,,,,178,41,112,50,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,24,,,47,17,,,,,,,,,,,,,,,,,,,,,93,32,,,,,266,16,,,,,,,471,24,,,,,,,,,,,,,,,,,160,2,,,,,,,,,2,5,,,,,,,101,20,,,,,,,,,,,,,18,16,,,,,,,43,26,,,,,16,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,33
25821,11104,21,,,,,,,,,,,448,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478,19,,,,,,,,,,,910,98,20,3,914,21,,,,,,,,,,,,,3154,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,9,,,,,,,,,,,,,,,,,,,,,,,506,21
3886,10929,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,3,,,,,,,,,,,,,,,14,37,,,,,,,163,13,,,,,81,10,2502,10,,,,,,,,,,,2581,41,5,27,409,32,21,11,9,7,113,11,147,15,,,,,579,27,,,,,6,5,,,,,,,,,,,,,,,,,39,37,,,,,,,,,,,661,2,,,,,,,,,,,,,,,,,662,11,275,30,,,,,,,,,,,,,36,27,,,,,,,,,11,2,,,17,1,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,39,10,8,87,9,,,,,,,,,,,,,,,,,,,,,260,20,,,,,511,9,,,,,177,5,196,45,,,,,,,,,,,,,,,,,,,,,81,7,19,13,,,,,328,3,,,,,81,23,,,,,,,,,,,,,,,,,,,,,362,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,49
5432,9819,23,,,,,,,,,,,277,9,,,,,8,2,,,,,,,,,,,,,,,,,,,,,29,12,,,,,49,4,,,,,,,,,22,26,,,,,,,,,,,,,,,346,64,,,,,,,,,,,5283,19,,,1093,17,,,,,458,6,25,58,,,,,302,49,,,,,,,,,,,,,,,,,15,3,,,,,147,13,220,3,,,,,,,,,,,,,,,,,251,6,,,,,,,,,149,46,136,45,,,,,,,,,,,,,20,40,,,,,,,,,,,,,4,13,,,,,,,40,6,,,,,,,,,37,3,,,26,3,,,,,,,,,,,,,,,102,45,4,13,12,32,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9,,,,,19,56,,,,,171,3,,,60,2,,,214,5,,,,,,,,,,,,,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,39
