bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,192705,1,193,1,49,1,45,1,37,1,24,1,4377,1,44,1,38,1,34,1,77,1,5,1,29,1,1178,1,51,1,24,1,56,1,,,96,1,681,1,149,1,451,1,342,1,42,1,40,1,336,1,34,1,458,1,27,1,21,1,62,1,1492,1,25,1,60,1,541,2,11355,1,37,1,16,1,28,1,1202,1,33,1,48797,1,124,1,21917,1,1038,1,76,1,5920,2,2370,1,32,1,76,1,9041,1,,,35,1,40,1,83,1,27,1,22,1,29,1,67,1,114,1,31,1,,,2429,1,1788,1,105,1,804,1,17,1,23,1,2268,1,995,1,,,43,1,2937,1,39,1,40,1,84,1,108,1,7973,1,4225,2,23,1,27,1,52,2,783,1,694,1,219,1,398,3,31,1,23,1,218,1,109,1,53,1,27,1,83,1,33,1,650,1,233,1,26,1,26,2,26,1,191,1,120,1,133,1,1138,1,627,2,23,1,77,1,23,1,50,1,33,1,21,1,2031,1,67,1,524,2,62,1,,,29,1,28,2,26,1,31,1,21,1,37,1,,,87,1,6570,1,33,1,42,1,5667,2,60,1,50,1,1041,1,12760,1,18,1,20,1,28,1,23,1,31,1,55,1,53,1,18,1,186,3,136,1,598,1,287,1,,,362,1,672,2,,,45,2,1135,1,64,1,,,196,1,,,560,1,40,1,1152,1,25,1,146,1,262,1,3221,2,45,1,,,639,2,92,1,457,1,44,1,29,1,2558,1,,,25,1,,,24,1,,,25,1,29,1,25,1,22,1,32,1,,,6484,3
2223,67442,2,,,,,,,,,,,1765,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,,,,,,,1019,3,,,,,131,7,2085,14,,,,,,,,,,,14656,6,,,4982,2,,,,,2847,3,2355,2,,,,,4076,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,3,,,,,700,4,,,,,,,,,3905,2,2979,4,,,,,6,5,,,,,,,98,10,,,,,,,,,,,,,,,,,136,4,,,,,,,,,,,15,5,,,,,145,3,,,,,,,,,,,,,623,13,,,614,1,,,,,,,,,,,,,,,,,,,,,3792,2,,,,,7222,1,,,,,,,2857,8,,,,,,,,,,,,,,,,,,,3,6,,,163,2,,,60,2,125,7,,,,,269,8,,,,,,,,,,,,,501,4,,,,,,,3304,1,,,,,326,4,,,,,,,,,2521,2,,,,,,,,,,,3,9,,,,,,,,,,,3026,7
1406,60805,3,40,2,,,,,,,,,688,4,,,,,,,33,2,,,,,97,3,,,,,,,,,,,234,5,,,,,,,,,,,,,,,123,3,,,,,,,234,13,,,27,2,308,3,3516,5,,,,,,,618,3,,,22504,2,20,3,2967,4,111,2,28,3,637,5,1045,3,,,,,6775,2,21,1,,,,,40,2,,,,,,,25,2,,,,,,,658,4,,,,,353,3,,,,,235,9,71,4,,,16,3,2171,2,,,,,,,28,4,1479,5,3847,3,,,21,2,33,3,,,,,,,122,9,,,,,126,2,18,3,,,,,,,,,163,3,34,8,,,,,,,,,,,,,,,120,4,,,,,,,,,,,,,1456,2,20,5,327,3,,,,,,,97,1,,,,,,,,,,,,,592,13,,,,,572,11,,,,,197,7,3590,7,,,,,,,,,,,13,2,21,2,,,612,1,,,88,8,41,8,,,,,148,5,,,,,614,3,,,,,,,,,,,,,99,7,,,,,,,233,10,,,,,241,5,19,3,,,,,,,326,8,,,,,,,17,2,,,14,4,,,,,,,17,2,,,1865,9
10816,53693,4,,,,,,,,,,,369,7,,,,,,,29,4,,,,,,,,,,,14,2,,,26,2,152,7,,,,,,,,,,,19,3,,,54,11,,,,,,,294,10,,,,,148,5,2832,7,,,,,,,76,10,,,13999,7,,,3967,3,75,5,,,611,6,417,6,,,,,2225,9,,,,,,,,,,,,,,,,,,,,,,,333,6,45,6,,,182,7,,,,,476,3,,,,,,,546,5,,,,,,,,,1722,4,2193,8,,,,,,,,,,,20,3,176,6,,,,,,,,,,,,,,,,,,,63,6,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,,771,10,14,7,281,4,,,30,1,,,,,,,,,,,,,,,,,1532,4,,,,,2177,3,,,,,264,3,9309,2,,,,,,,,,,,,,,,,,17,7,,,69,11,,,,,,,118,8,,,,,395,7,,,,,,,,,,,,,,,,,,,11,5,494,6,,,,,212,7,,,,,,,,,1815,3,,,,,,,17,3,,,22,2,,,,,,,,,,,5063,4
2397,50386,5,24,3,10,3,,,13,2,,,1495,3,,,,,,,21,5,,,,,195,2,,,10,2,,,,,9,5,401,2,,,,,19,5,,,20,2,28,2,,,74,5,,,10,2,10,3,446,6,,,12,6,549,1,3604,4,,,,,,,390,5,,,17085,3,19,4,2727,5,39,8,14,5,7901,1,242,12,,,,,2422,7,,,,,22,3,,,,,,,,,20,3,,,,,,,885,2,,,14,2,175,8,,,,,463,4,155,2,,,19,2,30,14,,,,,8,3,29,3,1301,6,1684,9,,,,,,,126,2,34,2,,,31,33,25,2,,,,,16,4,,,,,71,2,7,3,79,6,68,4,,,,,,,99,2,11,7,,,,,15,9,,,,,,,,,,,,,746,12,22,3,172,6,,,,,,,20,3,,,,,,,11,2,,,,,782,9,8,2,,,710,8,,,,,,,1984,11,,,,,,,,,,,8,3,,,,,54,4,,,82,10,62,6,,,,,134,6,,,,,496,5,17,3,,,23,4,,,,,,,71,10,,,,,17,4,832,4,,,,,128,8,21,2,,,,,15,2,97,14,29,1,,,,,12,4,,,7,7,,,,,,,15,3,,,635,18
2093,43336,6,,,,,,,,,,,82,17,,,,,,,,,,,,,21,4,,,,,,,,,,,56,10,,,,,8,6,7,2,,,,,,,116,4,,,,,,,186,17,,,,,55,19,1399,23,,,,,,,,,,,15637,5,5,23,2360,7,,,,,53,16,140,23,,,,,1295,18,,,,,,,,,8,2,,,,,,,,,6,2,,,70,27,7,7,,,127,11,,,,,125,17,8,10,,,,,213,9,,,,,,,,,766,15,5681,1,,,9,3,5,6,,,4,4,,,183,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7,,,,,,,,,,,,,470,17,,,66,19,,,,,,,,,,,,,,,,,,,,,379,19,,,,,715,7,,,,,,,1609,12,,,,,1,2,,,,,,,,,,,,,,,61,12,17,13,,,,,,,28,2,,,206,10,,,2,2,,,,,,,,,301,5,,,,,,,162,11,,,,,87,13,,,,,,,,,577,6,,,,,,,,,,,12,5,,,,,,,,,11,1,9952,1
2162,32254,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,,,9,51,,,,,,,167,18,,,,,44,21,2059,15,,,,,,,,,,,16055,4,,,1131,17,,,,,,,159,20,,,,,1468,15,,,,,9,5,,,,,,,,,,,,,,,,,27,46,,,,,,,,,,,177,12,,,,,,,10,18,,,,,,,11,8,734,16,312,24,,,,,,,4,4,,,,,95,11,,,,,,,,,,,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,40,6,15,,,,,,,,,,,,,,,,,,,,,,,790,7,,,,,382,16,,,,,17,13,4712,5,,,,,,,,,,,,,,,,,7,9,,,,,16,14,,,,,27,16,,,,,117,18,,,,,,,,,,,,,,,,,,,,,93,15,,,,,126,10,,,,,,,,,149,11,,,,,,,,,,,,,,,,,,,,,,,3170,6
2181,25888,8,,,,,,,,,,,233,10,,,,,,,,,,,,,,,,,7,3,,,,,,,313,3,,,,,,,,,,,,,,,54,9,,,,,,,190,16,,,,,170,4,1982,17,,,,,,,219,6,,,7530,16,10,6,1798,11,89,4,12,6,,,207,15,,,,,1231,19,,,,,,,,,,,,,,,,,,,,,,,237,8,,,,,132,10,,,,,367,7,,,,,,,295,6,,,,,,,21,5,781,14,916,13,,,,,,,46,3,,,,,31,32,,,,,,,,,,,,,,,13,2,25,10,46,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,15,20,6,152,8,,,,,,,,,,,,,,,,,,,,,1232,5,,,,,486,13,,,,,212,6,2092,10,,,,,,,,,,,7,4,,,,,31,5,,,89,7,18,12,,,,,65,11,39,1,,,924,2,,,,,,,,,,,,,128,6,,,,,,,302,9,,,,,227,6,15,4,,,,,,,,,,,,,,,,,,,9,6,,,,,,,,,,,2299,8
463,25347,9,5,7,10,2,,,,,,,33,23,,,,,,,,,,,,,7,6,,,,,,,,,,,20,14,,,,,,,,,5,7,,,,,51,14,,,,,,,286,11,,,,,69,15,2134,13,,,,,,,,,,,12150,8,3,35,1201,16,11,14,4,17,48,17,157,21,,,,,1359,16,,,,,,,,,,,,,,,,,,,,,,,87,21,,,,,21,14,,,,,70,21,,,,,,,34,12,,,,,,,,,1092,7,2239,7,,,,,,,,,,,,,66,14,4,3,,,,,8,7,,,,,,,,,17,11,,,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,268,22,6,14,49,22,,,,,,,,,,,,,,,,,,,,,387,17,,,,,898,5,,,,,,,1206,15,,,,,,,,,,,,,,,,,,,,,,,20,11,,,,,19,17,,,,,160,16,,,,,,,,,,,,,86,9,,,,,,,58,24,,,,,67,16,,,,,,,,,56,15,,,,,,,,,,,,,,,,,,,,,,,869,17
811,24101,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,8,,,,,,,12,57,,,,,,,2051,16,,,,,,,,,,,7494,17,4,30,817,23,,,,,,,203,16,,,,,2063,10,,,,,,,,,,,,,,,10,5,,,,,,,567,5,,,,,,,,,,,146,14,,,,,,,,,,,,,,,,,179,54,292,27,,,,,,,,,,,,,262,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,6,,,34,28,,,,,,,,,,,,,,,,,,,,,494,15,,,,,544,12,,,,,296,2,321,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7176,2
