,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,320,21252,,,,,,,,,,,202,8,,,,,9,4,,,,,,,,,4,1,,,145,8,,,,,,,,,11,4,,,,,60,6,,,,,,,117,16,,,2,7,51,21,1625,17,,,,,232,6,,,8901,13,9,6,1681,13,24,9,,,49,14,264,7,,,1421,10,,,,,,,4,3,,,7,2,,,10,2,,,96,20,47,5,,,,,,,,,421,3,,,,,363,6,,,,,,,9,7,325,34,306,29,,,,,3,5,,,,,10,3,53,16,,,,,,,8,5,,,,,,,36,10,,,,,,,,,,,16,2,,,,,56,3,,,,,,,,,,,,,1175,3,8,6,57,17,,,,,5,5,,,,,,,,,,,,,735,10,,,,,320,19,,,106,9,1568,9,,,,,,,,,5,3,,,,,,,68,9,88,4,,,,,,,,,,,69,29,,,,,24,4,,,9,4,,,26,11,,,,,40,15,,,15,1,55,13,,,,,,,,,38,10,,,,,,,,,,,,,,,,,,,,,,,264,20
11,12,2162,20540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,9,48,,,,,,,170,12,,,,,28,28,1306,21,,,,,,,,,9576,11,,,644,25,,,,,,,86,27,,,693,29,,,,,6,4,,,,,,,,,,,,,24,38,,,,,,,,,,,148,19,,,,,,,,,,,,,5,10,591,21,3,108,,,,,,,9,4,,,,,55,13,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,48,4,14,,,,,,,,,,,,,,,,,,,,,578,13,,,,,203,23,,,5,12,5454,3,,,,,,,,,,,,,4,10,,,,,8,16,,,,,,,,,,,86,21,,,,,,,,,,,,,,,,,,,44,13,,,,,94,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,10
12,13,2243,19805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,14,,,,,,,,,,,,,,,5,60,,,,,,,,,,,,,,,5014,2,,,,,,,,,6204,20,,,,,,,,,,,,,,,1789,7,,,,,,,,,,,,,,,,,,,,,,,,,131,9,,,,,190,12,,,,,,,,,,,,,,,690,18,158,41,,,,,,,,,,,,,13,41,,,,,,,,,,,,,,,40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,8,,,,,,,,,,,,,,,,,,,,,,,1101,5,,,,,1365,3,,,34,10,1079,17,,,,,,,5,5,,,,,,,,,,,99,3,,,,,892,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,56
13,14,1294,19738,,,,,,,,,,,74,10,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,13,,,,,,,,,,,,,74,13,2362,13,,,,,,,,,8332,14,4,21,1053,20,,,,,,,145,15,,,3605,3,,,,,,,,,,,,,6,3,,,,,147,12,,,,,,,,,,,163,15,,,,,45,13,,,,,4,2,,,1394,8,,,,,,,,,,,,,,,48,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,,,481,14,,,33,27,,,,,4,6,,,,,,,,,,,,,104,34,,,,,,,,,,,1181,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,16,,,,,,,,,,,,,,,,,,,30,22,,,,,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,21
14,15,181,19081,9,4,,,,,,,,,218,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12,,,,,,,,,,,,,129,8,2343,14,,,,,,,,,9613,10,,,1787,10,,,3,10,,,88,26,,,1165,15,,,,,,,,,,,,,,,,,,,127,13,,,,,335,4,,,,,153,17,,,,,,,,,,,,,,,413,30,150,43,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,16,,,72,13,,,,,,,,,,,,,,,,,,,337,24,,,,,193,24,,,,,709,21,,,,,,,,,,,,,309,2,,,,,,,,,2,4,,,,,,,211,9,,,,,,,,,,,,,17,14,,,,,37,17,,,,,31,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,30
15,16,50381,17479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,20,,,,,,,,,,,14556,4,,,617,27,,,,,17,18,182,12,,,394,43,,,,,,,,,,,,,,,,,,,148,11,,,,,,,,,,,,,,,,,,,,,,,,,,,866,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,25821,16467,,,,,,,,,,,329,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857,9,,,,,,,,,1142,88,2,39,1667,14,,,,,,,,,,,4112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,4
17,18,2425,14804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,31,18,,,,,,,40,29,,,,,106,9,1211,22,,,,,,,,,4440,26,4,23,891,21,,,5,9,78,11,201,11,,,943,21,,,,,,,,,,,,,,,,,,,121,15,,,,,,,,,,,150,18,,,,,,,,,,,,,,,767,15,632,17,,,,,,,,,,,,,19,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,27,,,,,,,,,,,,,,,,,,,,,,,749,9,,,,,469,12,,,191,3,3070,6,,,,,,,,,,,,,,,,,54,10,,,,,,,,,,,,,130,17,,,,,3,8,,,,,,,,,,,,,,,,,,,94,10,,,,,,,,,15,14,,,,,,,,,,,,,,,,,,,,,,,178,27
18,19,2136,14046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,6,,,,,,,,,,,,,,,,,,,,,,,360,5,,,,,,,3544,6,,,,,,,,,4359,28,7,10,291,41,,,,,846,4,,,,,344,48,,,,,,,,,,,,,,,,,,,,,,,,,177,8,,,,,261,7,,,,,,,,,,,,,,,515,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,,1141,4,,,,,,,,,,,,,,,,,,,,,,,1030,6,,,,,,,,,,,164,55,,,,,,,,,,,,,12,7,,,122,3,,,,,8,2,,,6,2,,,506,4,,,,,,,,,,,,,,,,,,,79,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,59
19,20,27443,14036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,24,,,,,,,70,23,,,22,2,43,23,849,34,,,,,,,,,611,138,18,3,533,29,41,6,,,,,108,23,,,444,39,,,,,,,,,,,,,,,,,,,,,,,,,75,12,,,,,,,,,,,,,,,,,,,,,583,22,2538,5,,,,,,,,,,,,,2448,1,,,,,,,,,,,,,,,,,43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,31,,,,,,,,,,,,,,,,,,,,,,,648,12,,,,,494,10,,,,,977,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,6,,,,,,,,,,,53,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118,2
20,21,811,14003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,4,,,,,,,22,40,,,,,,,1199,24,,,,,,,,,4310,30,5,16,2628,8,,,,,,,138,17,,,1393,11,,,,,,,,,,,,,3,6,,,,,623,4,,,,,,,,,,,178,14,,,,,,,,,,,,,,,73,93,282,31,,,,,,,,,,,,,224,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873,9,,,14,33,,,,,,,,,,,,,,,,,,,388,19,,,,,1107,5,,,118,8,355,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,5072,12883,,,,,,,,,,,6,21,,,,,,,,,,,,,,,,,,,15,19,,,,,118,3,,,,,,,,,4,70,,,,,,,,,,,,,162,7,581,49,,,,,,,,,9248,12,1,46,88,72,,,,,,,,,,,351,47,,,,,,,,,,,,,,,9,4,,,,,886,2,,,,,,,,,,,,,,,133,10,,,,,,,,,113,74,433,21,,,,,,,,,,,,,17,34,,,,,,,,,,,,,,,,,,,,,,,3,1,,,11,5,,,246,2,,,,,,,,,,,,,,,26,79,6,10,71,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,58,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,29,48,,,,,101,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,47
22,23,822,11400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,15,,,,,,,,,,,,,,,37,17,,,,,,,111,18,,,2,8,25,29,1424,19,,,,,21,11,,,4320,29,5,17,750,23,,,,,,,248,9,,,709,28,,,,,,,,,,,,,,,,,,,52,25,,,,,,,,,,,154,16,,,,,,,,,,,,,,,755,17,395,23,,,,,,,,,,,,,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,18,6,9,62,16,,,,,,,,,,,,,,,,,,,409,18,,,,,107,31,,,,,815,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,15,,,,,,,,,,,,,,,,,,,,,,,,,2,46,,,,,,,,,10,17,,,,,,,,,,,,,,,,,,,,,,,343,17
23,24,39856,10766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,7,,,,,,,,,,,,,,,48,10,,,,,,,115,17,,,,,39,26,855,32,,,,,,,,,2386,50,,,1730,12,,,,,,,,,,,1436,9,,,,,,,,,,,,,,,,,,,117,16,,,,,,,,,,,219,11,,,,,,,,,,,,,,,1437,7,,,,,,,,,,,,,,,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,38,,,,,,,,,,,,,,,,,,,483,16,,,,,,,,,,,1405,14,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,24
24,25,3886,10165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,4,,,,,,,,,,,,,,,15,34,,,,,,,179,11,,,,,104,10,4086,5,,,,,,,,,17,981,5,18,398,33,9,14,,,92,10,109,21,,,528,36,,,,,10,2,,,,,,,,,,,,,31,35,,,,,,,,,,,901,2,,,,,,,,,,,,,,,970,11,106,53,,,,,,,,,,,,,21,28,,,,,,,,,8,2,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,42,5,13,104,10,,,,,,,,,,,,,,,,,,,352,22,,,,,748,8,,,357,2,253,41,,,,,,,,,,,,,,,,,75,8,16,13,,,,,,,,,,,72,27,,,,,,,,,,,,,,,,,,,76,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,43
25,26,5432,9243,,,,,,,,,,,174,9,,,15,2,,,,,,,,,,,,,,,39,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,68,,,,,,,,,5450,21,,,1279,18,,,,,204,7,25,48,,,204,69,,,,,,,,,,,,,,,10,3,,,163,9,168,3,,,,,,,,,,,,,,,214,8,,,,,,,,,169,56,103,55,,,,,,,,,,,,,17,35,,,,,,,,,,,,,,,,,33,8,,,,,,,,,7,7,,,22,3,,,,,,,,,,,,,,,117,37,8,7,50,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,,,32,2,,,255,3,,,,,,,,,,,14,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,35
