bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2243,26455,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,14,,,,,,,,,,,,,,,16,33,,,,,,,,,,,,,,,5106,3,,,,,,,,,,,8852,14,,,,,,,,,,,7,115,,,,,2156,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,8,,,,,206,15,,,,,,,,,,,,,,,,,867,19,937,14,,,,,,,,,,,,,24,40,,,,,,,,,,,,,,,,,86,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,4,,,,,,,,,,,6,7,,,,,,,,,,,,,2336,3,,,,,961,5,,,,,59,10,1153,19,,,,,,,,,,,7,4,,,,,,,,,,,281,3,,,,,1313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,28
463,25674,12,14,4,16,2,,,,,,,,,,,,,,,,,,,17,6,,,,,,,,,,,43,15,,,,,,,,,7,5,,,,,36,20,,,,,,,219,14,,,,,74,16,2004,20,,,,,,,,,,,10919,11,9,13,1288,19,17,13,12,5,14,23,134,25,,,,,1065,24,,,,,,,,,,,,,,,,,,,,,,,93,31,,,,,28,16,,,,,90,21,,,,,,,45,12,,,,,,,,,994,15,4588,3,,,,,,,,,,,,,65,16,,,,,,,13,4,,,,,,,,,17,11,,,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,325,26,9,8,70,16,,,,,,,,,,,,,,,,,,,,,410,25,,,,,693,10,,,,,,,1215,18,,,,,,,,,,,,,,,,,,,,,,,31,11,,,,,31,15,,,,,132,21,,,,,,,,,,,,,65,10,,,,,,,82,19,,,,,74,17,,,,,,,,,28,17,,,,,,,,,,,,,,,,,,,,,,,681,14
320,25312,13,,,,,,,,,,,135,15,,,,,,,9,6,,,,,,,,,,,10,1,,,317,7,,,,,,,,,10,3,,,,,173,3,,,,,,,220,13,,,9,5,71,18,2460,16,,,,,,,319,5,,,7138,19,10,8,1828,15,46,8,,,80,14,347,8,,,,,3500,4,,,,,13,2,9,2,,,,,10,2,34,2,15,3,,,,,126,22,57,6,,,,,,,,,532,5,,,,,,,270,7,,,,,,,13,6,582,29,277,35,,,,,10,3,,,,,29,3,51,20,,,,,,,10,6,,,,,,,,,44,8,38,8,,,,,,,,,7,7,,,,,59,5,,,,,,,,,,,,,986,10,18,5,80,14,,,,,,,8,4,,,,,,,,,,,,,840,12,,,,,300,17,,,,,180,8,2775,10,,,,,,,,,,,,,7,3,,,,,,,394,2,142,4,,,,,32,14,,,,,111,26,,,,,14,5,,,,,,,37,12,,,,,13,4,72,21,,,7,1,94,14,,,,,,,,,72,15,,,,,,,,,,,10,4,,,,,,,,,,,252,27
2425,24531,14,,,,,,,,,,,141,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,60,15,,,,,,,246,10,,,,,232,4,2362,17,,,,,,,,,,,6328,23,9,15,1715,16,,,8,8,210,8,213,17,,,,,1537,13,,,,,8,4,,,,,,,,,,,,,,,,,244,13,,,,,,,,,,,317,11,13,7,,,,,,,,,,,,,,,1523,9,598,19,,,,,,,,,,,,,15,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,24,,,,,,,,,,,,,,,,,,,,,,,,,1342,7,,,,,748,7,,,,,393,3,4581,6,,,,,,,,,,,,,,,,,,,,,125,10,,,,,,,,,,,,,248,11,,,,,9,7,,,,,,,,,,,,,,,262,11,,,,,469,4,,,,,,,,,19,21,,,,,,,,,,,,,,,,,,,,,,,184,33
1294,24508,15,,,,,,,,,,,39,22,,,,,,,11,4,,,,,,,,,,,,,,,5,28,,,,,,,,,,,,,,,69,11,,,,,,,,,,,,,72,17,1887,21,,,,,,,,,,,11507,9,4,36,1943,13,,,5,15,118,12,253,13,,,,,2326,10,,,,,,,,,,,,,,,5,10,,,,,,,244,12,,,,,,,,,,,129,17,,,,,,,21,15,,,,,6,4,7,10,2712,5,,,,,,,,,,,,,,,181,7,,,,,,,,,,,,,,,,,,,24,12,,,,,,,5,4,,,,,,,5,11,,,,,,,,,,,,,551,19,,,50,22,,,,,,,4,9,,,,,,,,,,,,,90,42,,,,,,,,,,,,,1660,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,11,,,,,189,15,,,,,,,,,,,,,35,13,,,,,,,30,27,,,,,25,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,29
2136,21555,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,5,,,,,,,,,,,,,,,,,,,,,,,577,4,,,,,,,3805,7,,,,,,,,,,,6922,20,9,14,383,40,,,,,2245,4,,,,,,,541,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,7,,,,,385,8,13,6,,,,,,,,,,,,,,,581,30,,,,,,,,,,,,,,,15,52,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,1064,9,,,,,,,,,,,,,,,,,,,,,,,,,1527,5,,,,,,,,,,,,,97,71,,,,,,,,,,,,,,,,,17,7,,,295,3,,,,,12,3,554,4,6,1,,,910,3,,,,,,,,,,,,,,,,,,,,,624,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,45
29351,21180,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,153,19,,,,,,,2760,11,,,,,,,,,,,3173,47,,,255,52,206,2,,,,,106,30,,,,,377,55,,,,,,,,,,,,,,,,,,,,,,,314,10,,,,,,,,,,,56,29,55,5,,,,,,,,,,,,,,,,,123,55,,,,,,,,,,,,,15,56,,,,,,,,,,,,,,,,,286,2,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,34,,,,,,,,,,,,,,,,,,,,,,,,,1195,9,,,,,,,,,,,,,9715,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,54,,,,,,,,,,,,,,,,,,,,,,,,,,,1116,1,,,,,,,,,785,4,,,,,,,,,,,,,,,,,,,,,,,84,56
181,21109,18,16,3,,,,,,,,,201,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,14,,,,,,,,,,,,,184,7,2627,15,,,,,,,,,,,10048,12,,,1900,14,,,4,17,,,83,31,,,,,1382,14,,,,,,,,,,,,,,,,,,,,,,,171,15,,,,,543,6,,,,,114,20,,,,,,,,,,,,,,,,,409,36,185,45,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,20,,,30,28,,,,,,,,,,,,,,,,,,,,,297,29,,,,,142,31,,,,,,,1020,21,,,,,,,,,,,,,,,,,614,2,,,,,,,,,1,5,,,,,,,216,13,,,,,,,,,,,,,18,16,,,,,,,49,25,,,,,63,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,32
27443,20049,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,21,,,,,,,137,22,,,28,2,53,23,1754,26,,,,,,,81,11,,,509,173,18,3,604,31,53,6,,,,,138,24,,,,,664,39,,,,,,,,,,,,,,,,,,,,,,,113,25,,,,,77,13,,,,,,,,,,,,,,,,,,,,,,,603,27,2615,7,,,,,,,,,,,,,500,4,,,,,,,,,,,,,,,,,,,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,28,,,,,,,,,,,,,,,,,,,,,,,,,518,20,,,,,228,22,,,,,,,6785,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,2,,,,,,,,,,,,,67,18,,,,,,,,,352,7,,,,,,,,,,,,,,,,,,,,,,,3152,4
178900,19308,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,56,,,,,,,96,24,,,,,,,2709,12,,,,,,,,,,,13046,8,,,,,,,,,,,,,,,,,1109,20,,,,,,,,,,,,,,,,,,,,,,,559,7,,,,,,,,,,,48,33,,,,,,,,,,,,,,,,,366,43,131,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,40,,,,,,,,,,,,,,,,,,,,,,,,,187,33,,,,,,,,,,,,,752,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,16694,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,4,,,,,,,,,,,,,,,22,29,,,,,,,258,9,,,,,106,13,3862,6,,,,,,,,,,,3600,43,2,49,532,34,14,15,3,19,158,10,226,15,,,,,735,35,,,,,7,5,,,,,,,,,,,,,,,,,40,43,,,,,,,,,,,950,2,,,,,,,,,,,,,,,,,1372,10,307,32,,,,,,,,,,,,,29,30,,,,,,,,,22,2,,,3,25,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,37,4,14,177,8,,,,,,,,,,,,,,,,,,,,,519,19,,,,,744,8,,,,,362,4,283,44,,,,,,,,,,,,,,,,,,,,,160,8,17,15,,,,,813,2,,,,,187,17,,,,,,,,,,,,,,,,,,,,,364,9,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,47
822,13210,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,54,12,,,,,,,,,,,,,,,29,24,,,,,,,244,12,,,7,7,23,39,1815,24,,,,,,,59,12,,,3875,40,8,19,648,30,,,,,,,311,9,,,,,1188,19,,,,,,,,,,,,,,,,,,,,,,,41,42,,,,,,,,,,,222,14,,,,,,,,,,,,,,,,,1220,12,278,34,,,,,,,,,,,,,85,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,15,9,9,64,19,,,,,,,,,,,,,,,,,,,,,538,18,,,,,191,24,,,,,,,973,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59,,,,,,,,,11,24,,,,,,,,,,,,,,,,,,,,,,,464,21
25821,12951,23,,,,,,,,,,,387,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823,23,,,,,,,,,,,993,118,7,24,1045,24,,,,,,,,,,,,,3785,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2912,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,8,,,,,,,,,,,,,,,,,,,,,,,460,22
