bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,ary,ary_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lmo,lmo_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,118956,1,108,1,26,1,32,1,25,1,52,1,4082,1,28,1,16,1,30,1,29,1,32,2,1,1,19,1,514,1,43,1,22,1,28,1,,,36,1,441,1,77,1,94,1,558,1,23,1,29,1,205,1,21,1,379,1,19,1,19,1,46,1,619,2,20,1,38,1,273,2,6013,1,13,1,30,1,26,1,557,1,15,1,30086,1,59,1,15284,1,418,1,64,1,2999,3,1008,2,13,1,22,1,4697,1,,,14,1,30,1,30,1,20,2,19,1,23,1,46,1,113,1,23,1,,,1595,1,1392,1,73,1,379,2,23,1,18,1,937,1,284,1,,,17,1,1208,2,29,1,28,1,27,1,85,1,3804,2,3289,3,29,1,40,1,22,1,312,1,250,1,138,1,318,4,29,1,21,1,52,1,62,1,32,1,15,1,19,1,23,1,18,1,308,1,163,1,23,1,19,1,13,2,72,2,136,1,87,1,1440,1,1853,1,20,1,67,1,18,1,31,1,36,1,20,1,849,2,33,1,251,4,27,1,,,24,1,16,2,28,1,20,1,19,1,36,1,,,13,1,2944,2,22,1,24,1,3373,2,26,1,25,1,672,1,6486,4,16,1,28,1,15,1,30,1,17,1,32,1,24,1,21,1,125,2,208,1,341,1,137,1,,,244,1,363,1,,,29,1,641,2,59,1,,,306,1,,,400,1,26,1,853,2,33,1,48,1,160,1,1727,2,37,1,,,365,2,76,1,429,1,37,1,15,1,2176,1,,,22,1,,,32,1,,,29,1,23,1,23,1,20,1,28,1,,,6393,2
2223,60546,2,,,,,,,,,,,2052,2,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,,,,,,,729,1,,,,,91,7,1522,13,,,,,,,,,,,17787,2,,,3634,2,,,,,3072,2,1729,1,,,,,2365,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,2,,,,,498,3,,,,,,,,,4498,1,2405,5,,,,,11,4,,,,,,,149,7,,,,,,,,,,,,,,,,,,,80,3,,,,,,,,,,,18,5,,,,,186,5,,,,,,,,,,,,,434,9,,,477,1,,,,,,,,,,,,,,,,,,,,,3406,1,,,,,3652,1,,,,,46,9,2615,8,,,,,,,,,,,,,,,,,,,10,4,,,102,2,,,41,2,89,8,,,,,198,10,,,,,,,,,,,,,316,4,,,,,,,2792,1,,,,,279,4,,,,,,,,,1740,2,,,,,,,,,,,3,11,,,,,,,,,,,3328,6
27443,51401,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,19,,,,,,,82,21,,,32,2,50,12,809,22,,,,,,,66,8,,,1060,80,28,2,494,31,38,4,,,,,265,7,,,,,424,33,,,,,,,,,,,,,,,,,,,,,,,55,26,,,,,54,10,,,,,,,,,,,,,,,,,,,,,,,342,20,5976,1,,,,,,,,,,,,,840,2,,,,,,,,,,,,,,,,,,,,,44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,20,,,,,,,,,,,,,,,,,,,,,,,,,342,14,,,,,236,17,,,,,,,5956,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29126,1,,,,,,,,,,,,,77,10,,,,,,,,,433,8,,,,,,,,,,,,,,,,,,,,,,,4329,4
10816,49325,4,,,,,,,,,,,413,7,,,,,,,,,33,1,,,,,,,,,,,23,2,,,26,2,132,7,,,,,,,,,,,13,3,,,57,7,,,,,,,240,6,,,,,131,4,3071,4,,,,,,,92,7,,,13058,4,,,3201,3,65,3,,,558,5,427,6,,,,,2115,6,,,,,,,,,,,,,,,,,,,,,,,375,6,57,5,,,248,3,,,,,372,4,,,,,,,488,5,,,,,,,,,1824,4,2551,4,,,,,,,,,,,33,2,291,5,,,,,,,,,,,,,,,,,,,,,53,4,,,,,,,,,,,,,,,,,,,,,,,,,27,2,,,603,5,23,2,253,3,,,23,1,,,,,,,,,,,,,,,,,1458,3,,,,,1245,3,,,,,303,2,9231,1,,,,,,,,,,,,,,,,,34,5,,,78,5,,,,,,,139,6,,,,,430,4,,,,,,,,,,,,,,,,,,,21,4,325,7,,,,,204,6,,,,,,,,,669,5,,,,,,,24,2,,,28,2,,,,,,,,,,,4260,5
1406,39686,5,32,2,,,,,,,,,893,5,,,,,,,,,22,3,,,,,57,3,,,,,,,,,,,212,4,,,,,,,,,,,,,,,57,6,,,,,,,118,14,,,10,4,120,6,1975,7,,,,,,,264,4,,,15374,3,13,4,2369,6,25,7,14,3,509,6,720,3,,,,,2509,3,15,1,,,,,8,2,,,,,,,15,3,,,,,,,509,3,,,,,180,5,,,,,140,9,48,4,,,5,3,1873,1,,,,,,,20,2,1185,5,1761,8,,,11,3,16,2,,,,,,,202,6,,,,,19,2,9,4,,,,,,,,,,,59,4,10,13,,,,,,,,,,,,,,,122,6,,,,,,,,,,,,,679,3,10,6,288,2,,,,,,,31,1,,,,,,,,,,,,,303,16,,,,,412,11,,,,,153,6,2243,9,,,,,,,,,,,8,3,10,2,,,308,1,,,20,15,22,10,,,,,111,7,,,,,394,5,,,,,,,,,,,,,34,11,,,,,,,176,12,,,,,124,7,3,4,,,,,,,494,7,,,,,,,3,4,,,8,7,,,,,,,12,3,,,2340,7
2397,37261,6,16,4,24,2,,,9,2,,,1442,3,,,,,,,,,14,4,,,,,103,2,,,13,2,,,,,10,5,369,2,,,,,16,5,,,24,2,17,2,,,73,3,,,8,2,10,2,265,4,,,7,7,405,1,3991,2,,,,,,,453,2,,,12576,6,15,3,2672,4,18,9,15,2,3075,1,169,8,,,,,1306,9,,,,,15,3,,,,,,,,,26,2,,,,,,,829,2,,,7,2,118,8,,,,,292,5,67,3,,,12,2,15,16,,,,,5,3,13,3,867,6,1520,11,,,,,,,78,2,19,2,,,37,26,12,2,,,,,12,2,,,,,8,7,8,4,,,31,7,62,3,,,,,,,88,1,7,7,,,,,16,9,,,,,,,,,,,,,444,8,10,7,243,5,,,,,,,14,4,,,,,,,8,3,,,,,597,9,12,2,,,458,10,,,,,,,1687,11,,,,,,,,,,,11,2,,,,,65,4,,,52,11,61,6,,,,,155,5,,,,,386,6,23,3,,,28,4,,,,,,,74,9,,,,,23,3,656,5,,,,,75,11,22,2,,,,,11,2,125,12,21,1,,,,,8,3,,,8,8,,,,,,,17,2,,,688,18
2093,32044,7,,,,,,,,,,,84,17,,,,,,,,,,,,,,,12,6,,,,,,,,,,,36,10,,,,,7,6,13,3,,,,,,,58,5,6,2,,,,,85,20,,,,,41,15,1050,19,,,,,,,,,,,12813,5,8,10,1190,12,,,,,47,15,116,22,,,,,919,17,,,,,,,,,22,1,,,,,,,,,10,2,,,85,16,12,7,,,46,13,,,,,64,15,18,7,,,,,151,8,,,,,,,,,550,14,4706,2,,,17,2,5,6,,,13,3,,,147,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,7,,,,,,,,,,,,,231,18,,,48,16,,,,,,,,,,,,,,,,,,,,,292,18,,,,,499,8,,,,,,,1815,10,,,,,1,2,,,,,,,,,,,,,,,39,12,19,12,,,,,,,21,2,,,143,12,,,7,2,,,,,,,,,385,3,,,,,,,109,14,,,,,119,8,,,,,,,,,570,6,,,,,,,,,,,21,3,,,,,,,,,8,1,5343,3
2181,29539,8,,,,,,,,,,,232,12,,,,,,,,,,,,,,,,,,,10,3,,,,,,,160,5,,,,,,,,,,,,,,,39,11,,,,,,,117,15,,,,,140,3,1166,17,,,,,,,178,5,,,6064,13,10,7,962,16,36,5,6,10,,,146,13,,,,,1066,13,,,,,,,,,,,,,,,,,,,,,,,257,7,,,,,52,11,,,,,208,6,,,,,,,201,7,,,,,,,12,4,631,11,1063,13,,,,,,,19,3,,,,,26,35,,,,,,,,,,,,,,,13,2,,,27,9,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,10,14,5,136,6,,,,,,,,,,,,,,,,,,,,,1062,4,,,,,213,19,,,,,142,7,8894,3,,,,,,,,,,,5,6,,,,,18,6,,,59,10,34,8,,,,,31,12,36,1,,,3176,1,,,,,,,,,,,,,142,6,,,,,,,304,8,,,,,207,5,14,3,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,1757,9
2162,25508,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,10,47,,,,,,,137,12,,,,,16,32,1643,12,,,,,,,,,,,12540,7,,,829,19,,,,,,,104,26,,,,,833,18,,,,,10,4,,,,,,,,,,,,,,,,,34,39,,,,,,,,,,,133,11,,,,,,,16,15,,,,,,,11,5,469,17,279,27,,,,,,,5,4,,,,,51,17,,,,,,,,,,,,,,,,,,,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,37,7,9,,,,,,,,,,,,,,,,,,,,,,,533,10,,,,,250,16,,,,,23,12,4639,6,,,,,,,,,,,,,,,,,3,10,,,,,7,15,,,,,25,14,,,,,94,17,,,,,,,,,,,,,,,,,,,,,87,16,,,,,119,9,,,,,,,,,157,11,,,,,,,,,,,,,,,,,,,,,,,2339,8
463,20407,10,6,6,10,4,,,,,,,30,23,,,,,,,,,,,,,,,19,4,,,,,,,,,,,18,15,,,,,,,,,5,6,,,,,31,14,,,,,,,214,8,,,,,46,13,1265,14,,,,,,,,,,,10331,9,5,15,770,21,17,10,10,4,16,20,115,23,,,,,1163,11,,,,,,,,,,,,,,,,,,,,,,,95,15,,,,,21,14,,,,,52,20,,,,,,,22,12,,,,,,,,,638,10,2389,6,,,,,,,,,,,,,47,18,2,3,,,,,9,3,,,,,,,,,,,17,10,,,,,,,,,,,,,,,,,5,10,,,,,,,,,,,,,226,19,4,13,27,24,,,,,,,,,,,,,,,,,,,,,306,15,,,,,577,6,,,,,,,784,17,,,,,,,,,,,,,,,,,,,,,,,25,9,,,,,15,16,,,,,87,18,,,,,,,,,,,,,92,7,,,,,,,76,19,,,,,73,12,,,,,,,,,41,18,,,,,,,,,,,,,,,,,,,,,,,706,17
