bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,125039,1,186,1,51,1,29,1,35,1,39,1,3441,1,25,1,22,1,33,1,485,1,29,1,43,1,139,1,581,2,42,1,69,1,251,1,25,1,60,1,210,1,25,1,235,1,27,1,23,1,34,1,917,1,23,1,46,1,777,1,7857,2,28,1,30,1,475,3,,,34201,3,62,1,10292,1,607,1,74,1,2214,2,1975,2,69,1,5836,2,,,25,1,38,1,33,1,31,1,24,1,73,1,166,1,25,1,1534,1,1443,1,26,1,460,2,24,1,24,1,985,2,175,1,33,1,1820,2,34,1,24,1,35,1,92,1,4383,2,3841,3,30,1,26,1,35,1,277,1,429,1,86,1,512,3,23,1,,,70,1,69,1,37,1,24,1,22,1,303,3,329,1,26,1,,,114,1,81,1,104,1,728,1,141,2,21,1,22,1,17,1,23,1,32,1,28,1,1627,4,61,1,1926,1,,,22,1,39,1,27,1,19,1,27,1,24,1,,,2871,2,33,1,22,1,2257,2,32,1,347,2,11387,2,26,1,21,1,23,1,26,1,36,1,23,1,149,3,44,1,448,1,212,1,,,322,1,310,3,,,29,2,1683,1,35,1,,,165,1,,,88,1,1,1,720,1,42,1,212,1,3979,1,33,1,,,362,3,70,1,194,1,48,1,20,1,1730,1,,,22,1,,,29,1,,,25,1,30,1,26,1,24,1,,,2532,3
2223,72615,2,,,,,,,,,,,517,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,21,,,,,,,754,3,,,,,,,2718,14,,,,,,,,,19689,5,,,6762,2,,,,,1107,3,2412,1,,,3284,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,,,236,6,,,,,,,,,13477,1,2342,8,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,817,1,,,,,,,,,9,6,,,,,68,3,,,,,,,,,,,,,842,10,,,389,4,,,,,,,,,,,,,,,,,3785,1,,,,,3975,1,,,,,2818,6,,,,,,,,,,,,,,,5,4,,,136,2,,,,,47,6,,,,,208,20,,,,,,,,,,,,,571,2,,,,,2723,3,,,,,371,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492,4
1406,69782,3,34,2,,,,,,,,,24,13,,,,,,,,,,,,,,,550,3,,,,,,,,,,,,,,,67,7,,,,,,,200,11,,,20,2,716,2,6081,5,,,,,958,1,,,26647,4,24,3,4247,3,66,4,20,3,331,5,7,121,,,4467,4,28,1,,,,,16,2,,,,,,,,,,,460,4,,,,,469,1,,,,,692,5,36,2,9,3,2537,1,,,,,,,11,6,3731,4,3623,4,,,16,3,8,3,,,,,,,,,,,,,,,17,3,,,,,,,119,6,,,,,,,,,,,,,,,62,4,,,,,,,,,,,,,2800,1,13,6,523,2,,,,,,,,,,,,,,,,,1177,6,,,,,664,9,,,135,5,4104,5,,,,,,,10,4,17,2,,,456,1,,,33,12,53,8,,,,,419,1,,,,,844,4,,,,,,,,,,,,,,,,,,,399,9,,,,,166,5,,,,,,,,,142,5,,,,,,,11,2,,,,,,,,,8,3,,,1515,5
1931,62303,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,93,,,,,,,,,61621,1,,,100,73,21,12,,,,,,,,,152,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50381,49151,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,55,,,,,,,,,,,46345,2,,,,,,,,,15,17,417,14,,,,,,,,,,,,,,,,,,,,,,,187,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,29,,,,,,,,,,,,,,,,,,,,,,,,,,,214,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,46073,6,20,3,12,2,,,17,2,,,523,2,,,,,19,2,99,2,13,3,,,12,2,821,1,,,,,,,,,22,2,29,2,,,70,5,,,16,2,12,2,434,5,,,15,3,490,3,5419,7,,,,,362,4,,,17398,7,18,4,2975,8,33,9,22,2,2278,1,524,11,,,2235,11,,,,,8,3,,,,,,,21,2,,,,,601,2,,,11,2,214,5,,,,,546,6,26,4,12,2,44,13,,,,,11,3,23,2,1255,17,1833,10,,,,,,,58,2,28,2,,,43,21,13,2,,,,,18,2,,,,,18,2,137,5,86,4,,,,,33,2,11,5,,,,,27,7,,,,,,,,,,,,,425,19,14,4,513,3,,,,,13,2,,,,,,,12,2,,,877,10,10,2,,,776,6,,,,,1133,18,,,,,,,14,3,,,,,37,5,,,89,7,72,6,,,,,103,4,,,,,912,2,9,3,,,12,6,,,,,,,50,8,,,12,2,1457,4,,,,,,,15,3,,,,,8,2,62,7,19,1,,,,,9,3,,,,,,,,,11,2,,,444,14
10816,43676,7,,,,,,,,,,,478,4,,,,,,,,,,,,,11,3,132,9,,,,,,,,,,,16,3,,,31,22,,,,,,,250,7,,,,,245,6,2878,13,,,,,57,9,,,16142,9,,,3751,4,64,5,,,244,6,18,79,,,2007,12,,,,,,,,,,,,,,,,,,,292,5,27,6,,,102,8,,,,,403,13,,,,,190,8,,,,,,,,,2824,6,3253,5,,,,,,,,,,,7,3,155,7,,,,,,,,,,,,,,,,,38,5,,,,,,,,,,,,,,,,,,,,,,,6,2,,,985,8,10,9,210,10,12,1,,,,,,,,,,,,,,,877,11,,,,,836,5,,,121,6,5378,4,,,,,,,,,,,,,39,4,,,99,4,,,,,,,,,,,,,564,7,,,,,,,,,7,4,,,,,,,8,4,633,7,,,,,109,9,,,,,,,,,103,6,,,,,,,6,4,,,,,,,,,,,,,58,51
29351,38952,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660,12,,,,,,,,,5143,40,,,131,62,218,2,,,,,165,23,,,160,86,,,,,,,,,,,,,,,,,,,178,10,,,,,,,,,,,49,28,15,5,,,,,,,,,,,,,,,93,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,2,143,2,,,,,,,,,,,,,,,,,,,,,,,,,,,86,54,,,,,,,,,,,,,,,,,,,,,553,14,,,,,,,,,,,25872,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,38,,,,,,,,,,,,,,,,,,,,,,,,,1736,1,,,,,,,,,263,4,,,,,,,,,,,,,,,,,,,,,,
181,34419,9,15,4,,,,,,,,,321,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,12,,,,,,,,,,,,,180,9,4333,10,,,,,,,,,16591,8,,,3246,6,,,10,7,,,193,20,,,3901,5,,,,,,,,,,,,,,,,,,,147,12,,,,,350,3,,,,,436,9,,,,,,,,,,,,,,,451,43,287,32,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,12,,,151,15,,,,,,,,,,,,,,,,,458,18,,,,,310,15,,,,,888,22,,,,,,,,,,,,,176,2,,,,,,,,,2,3,,,,,,,507,8,,,,,,,,,,,,,14,13,,,,,267,11,,,,,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,23
13,33109,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,3,,,,,,,176,13,,,5,6,123,11,2614,17,,,,,,,,,18675,6,6,17,2776,9,,,7,9,,,,,11,2,1227,23,,,,,,,,,,,,,,,,,,,461,3,,,,,,,,,,,815,4,,,,,,,,,,,,,,,1171,19,1525,12,,,,,,,,,,,,,173,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,113,12,7,97,19,,,,,,,,,,,,,,,,,506,15,,,,,434,12,,,63,9,1115,19,,,,,,,,,,,,,,,,,21,13,64,7,,,,,51,5,,,,,349,12,,,,,,,,,,,,,,,,,,,51,26,,,,,,,,,,,,,,,15,14,,,,,,,,,,,,,,,,,,,,,461,13
1294,32716,11,,,,,,,,,,,71,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,11,,,,,,,,,,,,,99,14,2351,21,,,,,,,,,10870,14,8,13,2164,12,,,,,,,641,8,,,10118,1,,,,,,,,,,,,,,,,,,,169,11,,,,,,,,,,,452,8,,,,,69,11,,,,,3,5,,,2695,7,,,,,,,,,,,,,,,52,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,,,,,,,,697,14,,,103,17,,,,,5,3,,,,,,,,,,,89,39,,,,,,,,,,,1275,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,14,,,,,,,,,,,,,,,,,,,77,22,,,,,16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,21
2162,30135,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,,,,23,27,,,,,,,191,12,,,,,31,29,1924,25,,,,,,,,,13100,10,,,,,,,,,,,113,31,,,1092,26,,,,,10,2,,,,,,,,,,,,,47,30,,,,,,,,,,,327,16,,,,,,,,,,,,,9,7,654,31,1,105,,,,,,,13,4,,,,,106,10,,,,,,,,,,,,,,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,32,12,8,,,,,,,,,,,,,,,,,,,879,9,,,,,225,22,,,21,11,10179,3,,,,,,,,,,,,,12,8,,,,,11,16,,,,,,,,,,,101,30,,,,,,,,,,,,,,,,,,,88,19,,,,,121,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,8
2093,29824,13,,,,,,,,,,,54,11,,,,,,,32,3,,,,,,,41,11,,,,,17,3,13,2,,,,,,,32,19,12,2,,,,,206,10,,,,,52,22,1326,34,,,,,,,,,11265,13,14,5,1201,19,,,,,46,14,89,36,,,909,31,,,,,,,,,16,2,,,,,,,16,2,54,27,20,7,,,27,13,,,,,90,23,,,,,77,10,,,,,,,,,595,34,6123,2,,,18,2,,,,,1,3,,,147,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,6,,,,,,,,,,,,,260,25,,,60,25,,,,,,,,,,,,,,,,,369,23,,,,,266,20,,,,,1736,10,,,,,12,2,,,,,,,,,,,34,11,11,15,,,,,,,17,1,,,899,3,,,11,2,,,,,,,,,255,3,,,,,79,21,,,,,42,12,,,,,,,,,365,3,,,,,,,,,,,22,2,,,,,,,12,1,2848,2
2243,26396,14,,,,,,,,,,,,,,,,,,,,,,,,,,,26,14,,,,,,,,,,,,,,,6,55,,,,,,,,,,,,,,,8567,1,,,,,,,,,8957,18,,,,,,,,,,,,,,,2938,8,,,,,,,,,,,,,,,,,,,,,,,,,95,9,,,,,268,17,,,,,,,,,,,,,,,1139,20,187,37,,,,,,,,,,,,,16,43,,,,,,,,,,,,,,,92,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587,5,,,,,,,,,,,,,,,,,,,,,69,45,,,,,1030,3,,,27,10,836,23,,,,,,,5,6,,,,,,,,,,,106,4,,,,,384,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,47
320,22591,15,,,,,,,,,,,235,7,,,,,,,,,,,,,,,191,7,,,,,,,,,11,4,,,,,69,6,,,,,,,118,15,,,3,8,45,23,2322,22,,,,,216,5,,,7481,26,27,2,1559,14,44,6,,,19,15,599,10,,,1635,14,,,,,,,6,3,,,6,2,,,9,4,,,85,18,34,5,,,,,,,,,930,3,,,,,361,3,,,,,,,12,5,498,38,392,28,,,,,7,4,,,,,17,2,75,15,,,,,,,8,6,,,,,,,32,10,,,,,,,,,7,7,,,,,38,5,,,,,,,,,,,,,1369,7,23,2,60,24,,,,,,,,,,,,,,,,,1218,4,,,,,272,18,,,107,7,1372,15,,,,,,,,,6,3,,,,,,,80,8,119,3,,,,,,,,,,,117,28,,,,,10,7,,,17,2,,,19,10,,,,,262,12,,,9,1,109,8,,,,,,,,,32,10,,,,,,,,,,,,,,,,,,,,,299,22
2181,22526,16,,,,,,,,,,,,,,,,,,,,,14,2,,,,,218,6,,,,,,,,,,,,,,,38,14,,,,,,,111,17,,,,,110,12,1618,29,,,,,153,6,,,7373,27,14,6,1326,18,77,3,17,4,,,219,19,,,1320,20,,,,,,,,,,,,,,,,,,,256,8,,,,,68,11,,,,,212,18,,,,,259,5,,,,,,,17,3,58,106,1033,13,,,,,,,44,3,,,,,34,26,,,,,,,,,,,,,,,54,8,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,688,15,19,3,209,11,,,,,,,,,,,,,,,,,1190,5,,,,,293,17,,,160,3,2133,9,,,,,,,14,2,,,,,34,6,,,71,9,29,9,,,,,,,11,2,,,843,5,,,,,,,,,,,,,163,4,,,,,750,6,,,,,118,7,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105,6
