rank_debiased,bgg_id,name,year,rank,avg_rating,avg_rating_debiased,avg_rating_change,avg_rating_bayes_debiased,rank_change
1,224517,Brass: Birmingham,2018,1,8.597,8.636,0.039,8.486,0
2,342942,Ark Nova,2021,4,8.535,8.574,0.039,8.420,2
3,233078,Twilight Imperium: Fourth Edition,2017,5,8.599,8.638,0.039,8.360,2
4,167791,Terraforming Mars,2016,7,8.359,8.398,0.039,8.332,3
5,316554,Dune: Imperium,2020,6,8.435,8.474,0.039,8.331,1
6,115746,War of the Ring: Second Edition,2011,8,8.542,8.581,0.039,8.280,2
7,187645,Star Wars: Rebellion,2016,9,8.419,8.458,0.039,8.261,2
8,220308,Gaia Project,2017,12,8.377,8.416,0.039,8.186,4
9,12333,Twilight Struggle,2005,13,8.247,8.286,0.039,8.159,4
10,182028,Through the Ages: A New Story of Civilization,2015,14,8.290,8.329,0.039,8.136,4
11,169786,Scythe,2016,17,8.144,8.183,0.039,8.110,6
12,193738,Great Western Trail,2016,15,8.194,8.233,0.039,8.086,3
13,84876,The Castles of Burgundy,2011,16,8.141,8.180,0.039,8.084,3
14,174430,Gloomhaven,2017,3,8.588,8.169,-0.419,8.073,-11
15,173346,7 Wonders Duel,2015,19,8.096,8.135,0.039,8.072,4
16,246900,Eclipse: Second Dawn for the Galaxy,2020,18,8.460,8.499,0.039,8.062,2
17,266192,Wingspan,2019,27,8.047,8.086,0.039,8.023,10
18,177736,A Feast for Odin,2016,23,8.171,8.210,0.039,8.007,5
19,237182,Root,2018,31,8.074,8.112,0.039,8.000,12
20,28720,Brass: Lancashire,2007,20,8.194,8.233,0.039,8.000,0
21,161936,Pandemic Legacy: Season 1,2015,2,8.526,8.107,-0.419,7.999,-19
22,124361,Concordia,2013,24,8.094,8.133,0.039,7.990,2
23,312484,Lost Ruins of Arnak,2020,29,8.074,8.113,0.039,7.983,6
24,120677,Terra Mystica,2012,30,8.061,8.100,0.039,7.981,6
25,266507,Clank! Legacy: Acquisitions Incorporated,2019,22,8.536,8.575,0.039,7.970,-3
26,199792,Everdell,2018,36,8.025,8.064,0.039,7.961,10
27,341169,Great Western Trail: Second Edition,2021,25,8.338,8.377,0.039,7.937,-2
28,164928,Orléans,2014,32,8.060,8.099,0.039,7.921,4
29,183394,Viticulture Essential Edition,2015,38,7.988,8.027,0.039,7.912,9
30,251247,Barrage,2019,35,8.162,8.201,0.039,7.890,5
31,3076,Puerto Rico,2002,44,7.917,7.956,0.039,7.878,13
32,366013,Heat: Pedal to the Metal,2022,40,8.070,8.109,0.039,7.874,8
33,291457,Gloomhaven: Jaws of the Lion,2020,10,8.438,8.018,-0.419,7.860,-23
34,295947,Cascadia,2021,45,7.952,7.991,0.039,7.851,11
35,170216,Blood Rage,2015,50,7.927,7.966,0.039,7.851,15
36,256960,Pax Pamir: Second Edition,2019,42,8.189,8.228,0.039,7.845,6
